PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33480178","Modeling autosomal dominant Alzheimer's disease with machine learning","Luckett PH, McCullough A, Gordon BA, Strain J, Flores S, Dincer A, McCarthy J, Kuffner T, Stern A, Meeker KL, Berman SB, Chhatwal JP, Cruchaga C, Fagan AM, Farlow MR, Fox NC, Jucker M, Levin J, Masters CL, Mori H, Noble JM, Salloway S, Schofield PR, Brickman AM, Brooks WS, Cash DM, Fulham MJ, Ghetti B, Jack CR Jr, Vöglein J, Klunk W, Koeppe R, Oh H, Su Y, Weiner M, Wang Q, Swisher L, Marcus D, Koudelis D, Joseph-Mathurin N, Cash L, Hornbeck R, Xiong C, Perrin RJ, Karch CM, Hassenstab J, McDade E, Morris JC, Benzinger TLS, Bateman RJ, Ances BM; Dominantly Inherited Alzheimer Network (DIAN).","Alzheimers Dement. 2021 Jan 21. doi: 10.1002/alz.12259. Online ahead of print.","Luckett PH","Alzheimers Dement","2021","2021/01/22","","","10.1002/alz.12259"
"32285980","Faster Cortical Thinning and Surface Area Loss in Presymptomatic and Symptomatic C9orf72 Repeat Expansion Adult Carriers","Le Blanc G, Jetté Pomerleau V, McCarthy J, Borroni B, van Swieten J, Galimberti D, Sanchez-Valle R, LaForce R Jr, Moreno F, Synofzik M, Graff C, Masellis M, Tartaglia MC, Rowe JB, Vandenberghe R, Finger E, Tagliavini F, de Mendonça A, Santana I, Butler C, Gerhard A, Danek A, Levin J, Otto M, Frisoni G, Sorbi S, Rohrer JD, Ducharme S; Genetic Frontotemporal Dementia Initiative (GENFI).","Ann Neurol. 2020 Jul;88(1):113-122. doi: 10.1002/ana.25748. Epub 2020 May 12.","Le Blanc G","Ann Neurol","2020","2020/04/15","","","10.1002/ana.25748"
"30014515","Sustainable method for Alzheimer dementia prediction in mild cognitive impairment: Electroencephalographic connectivity and graph theory combined with apolipoprotein E","Vecchio F, Miraglia F, Iberite F, Lacidogna G, Guglielmi V, Marra C, Pasqualetti P, Tiziano FD, Rossini PM.","Ann Neurol. 2018 Aug;84(2):302-314. doi: 10.1002/ana.25289. Epub 2018 Aug 25.","Vecchio F","Ann Neurol","2018","2018/07/18","","","10.1002/ana.25289"
"29799984","Use of Flutemetamol F 18-Labeled Positron Emission Tomography and Other Biomarkers to Assess Risk of Clinical Progression in Patients With Amnestic Mild Cognitive Impairment","Wolk DA, Sadowsky C, Safirstein B, Rinne JO, Duara R, Perry R, Agronin M, Gamez J, Shi J, Ivanoiu A, Minthon L, Walker Z, Hasselbalch S, Holmes C, Sabbagh M, Albert M, Fleisher A, Loughlin P, Triau E, Frey K, Høgh P, Bozoki A, Bullock R, Salmon E, Farrar G, Buckley CJ, Zanette M, Sherwin PF, Cherubini A, Inglis F.","JAMA Neurol. 2018 Sep 1;75(9):1114-1123. doi: 10.1001/jamaneurol.2018.0894.","Wolk DA","JAMA Neurol","2018","2018/05/26","PMC6143120","","10.1001/jamaneurol.2018.0894"
"29994089","A Mixed-Effects Model for Detecting Disrupted Connectivities in Heterogeneous Data","Bhaumik D, Jie F, Nordgren R, Bhaumik R, Sinha BK.","IEEE Trans Med Imaging. 2018 Nov;37(11):2381-2389. doi: 10.1109/TMI.2018.2821655. Epub 2018 Mar 30.","Bhaumik D","IEEE Trans Med Imaging","2018","2018/07/12","","","10.1109/TMI.2018.2821655"
"33476487","Differentiating Dementia with Lewy Bodies and Alzheimer's Disease by Deep Learning to Structural MRI","Nemoto K, Sakaguchi H, Kasai W, Hotta M, Kamei R, Noguchi T, Minamimoto R, Arai T, Asada T.","J Neuroimaging. 2021 Jan 21. doi: 10.1111/jon.12835. Online ahead of print.","Nemoto K","J Neuroimaging","2021","2021/01/21","","","10.1111/jon.12835"
"33398778","Hippocampal shape and asymmetry analysis by cascaded convolutional neural networks for Alzheimer's disease diagnosis","Li A, Li F, Elahifasaee F, Liu M, Zhang L; Alzheimer’s Disease Neuroimaging Initiative.","Brain Imaging Behav. 2021 Jan 4. doi: 10.1007/s11682-020-00427-y. Online ahead of print.","Li A","Brain Imaging Behav","2021","2021/01/05","","","10.1007/s11682-020-00427-y"
"33460010","Radioactive synthesis of tau PET imaging agent (18)F-AV-1451 and its role in monitoring the progression of Alzheimer's disease and supporting differential diagnosis","Zhang W, Xu S, Yu H, Li X, Jin Z, Li Y, He Z.","Ann Nucl Med. 2021 Feb;35(2):139-147. doi: 10.1007/s12149-020-01566-4. Epub 2021 Jan 18.","Zhang W","Ann Nucl Med","2021","2021/01/18","","","10.1007/s12149-020-01566-4"
"32000101","Ambivert degree identifies crucial brain functional hubs and improves detection of Alzheimer's Disease and Autism Spectrum Disorder","Gupta S, Rajapakse JC, Welsch RE; Alzheimer’s Disease Neuroimaging Initiative.","Neuroimage Clin. 2020;25:102186. doi: 10.1016/j.nicl.2020.102186. Epub 2020 Jan 17.","Gupta S","Neuroimage Clin","2020","2020/01/31","PMC7042673","","10.1016/j.nicl.2020.102186"
"29549664","Altered effective connectivity anchored in the posterior cingulate cortex and the medial prefrontal cortex in cognitively intact elderly APOE ε4 carriers: a preliminary study","Luo X, Li K, Jia YL, Zeng Q, Jiaerken Y, Qiu T, Huang P, Xu X, Shen Z, Guan X, Zhou J, Wang C, Xu JJ, Zhang M; Alzheimer’s Disease Neuroimaging Initiative (ADNI).","Brain Imaging Behav. 2019 Feb;13(1):270-282. doi: 10.1007/s11682-018-9857-5.","Luo X","Brain Imaging Behav","2019","2018/03/18","","","10.1007/s11682-018-9857-5"
"29867442","The Dose-Dependent Effects of Vascular Risk Factors on Dynamic Compensatory Neural Processes in Mild Cognitive Impairment","Chen H, Su F, Ye Q, Wang Z, Shu H, Bai F.","Front Aging Neurosci. 2018 May 8;10:131. doi: 10.3389/fnagi.2018.00131. eCollection 2018.","Chen H","Front Aging Neurosci","2018","2018/06/06","PMC5951955","","10.3389/fnagi.2018.00131"
"30023040","MULTI-TASK SPARSE SCREENING FOR PREDICTING FUTURE CLINICAL SCORES USING LONGITUDINAL CORTICAL THICKNESS MEASURES","Zhang J, Tu Y, Li Q, Caselli RJ, Thompson PM, Ye J, Wang Y.","Proc IEEE Int Symp Biomed Imaging. 2018 Apr;2018:1406-1410. doi: 10.1109/ISBI.2018.8363835. Epub 2018 May 24.","Zhang J","Proc IEEE Int Symp Biomed Imaging","2018","2018/07/20","PMC6047361","NIHMS942060","10.1109/ISBI.2018.8363835"
"30868142","Developing Novel Weighted Correlation Kernels for Convolutional Neural Networks to Extract Hierarchical Functional Connectivities from fMRI for Disease Diagnosis","Jie B, Liu M, Lian C, Shi F, Shen D.","Mach Learn Med Imaging. 2018 Sep;11046:1-9. doi: 10.1007/978-3-030-00919-9_1. Epub 2018 Sep 15.","Jie B","Mach Learn Med Imaging","2018","2019/03/15","PMC6410567","NIHMS1010528","10.1007/978-3-030-00919-9_1"
"29578488","Risk Factors Associated with Cortical Thickness and White Matter Hyperintensities in Dementia Free Okinawan Elderly","Silbert LC, Lahna D, Promjunyakul NO, Boespflug E, Ohya Y, Higashiuesato Y, Nishihira J, Katsumata Y, Tokashiki T, Dodge HH.","J Alzheimers Dis. 2018;63(1):365-372. doi: 10.3233/JAD-171153.","Silbert LC","J Alzheimers Dis","2018","2018/03/27","PMC5900560","","10.3233/JAD-171153"
"30094163","Short timescale abnormalities in the states of spontaneous synchrony in the functional neural networks in Alzheimer's disease","Sitnikova TA, Hughes JW, Ahlfors SP, Woolrich MW, Salat DH.","Neuroimage Clin. 2018 May 22;20:128-152. doi: 10.1016/j.nicl.2018.05.028. eCollection 2018.","Sitnikova TA","Neuroimage Clin","2018","2018/08/11","PMC6077178","","10.1016/j.nicl.2018.05.028"
"31507085","(11) C-PK11195 PET imaging and white matter changes in Parkinson's disease dementia","Nicastro N, Surendranathan A, Mak E, Rowe JB, O'Brien JT.","Ann Clin Transl Neurol. 2019 Oct;6(10):2133-2136. doi: 10.1002/acn3.50877. Epub 2019 Sep 10.","Nicastro N","Ann Clin Transl Neurol","2019","2019/09/12","PMC6801158","","10.1002/acn3.50877"
"30497273","Identifying Brain Connectivity Using Network-Based Statistics in Amnestic Mild Cognitive Impairment Stratified by β-Amyloid Positivity","Kim JE, Kim SW, Choi M, Seong JK, Lee JH.","Am J Alzheimers Dis Other Demen. 2019 Mar;34(2):104-111. doi: 10.1177/1533317518813556. Epub 2018 Nov 29.","Kim JE","Am J Alzheimers Dis Other Demen","2019","2018/12/01","","","10.1177/1533317518813556"
"29706587","Frontostriatal Dysfunction During Decision Making in Attention-Deficit/Hyperactivity Disorder and Obsessive-Compulsive Disorder","Norman LJ, Carlisi CO, Christakou A, Murphy CM, Chantiluke K, Giampietro V, Simmons A, Brammer M, Mataix-Cols D, Rubia K.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2018 Aug;3(8):694-703. doi: 10.1016/j.bpsc.2018.03.009. Epub 2018 Mar 24.","Norman LJ","Biol Psychiatry Cogn Neurosci Neuroimaging","2018","2018/05/01","PMC6278892","","10.1016/j.bpsc.2018.03.009"
"29883038","Genetic interaction is associated with lower metabolic connectivity and memory impairment in clinically mild Alzheimer's disease","Chang YT, Huang CW, Huang SH, Hsu SW, Chang WN, Lee JJ, Chang CC.","Genes Brain Behav. 2019 Jun;18(5):e12490. doi: 10.1111/gbb.12490. Epub 2018 Jun 29.","Chang YT","Genes Brain Behav","2019","2018/06/09","","","10.1111/gbb.12490"
"30483113","Cognitive and Brain Activity Changes After Mnemonic Strategy Training in Amnestic Mild Cognitive Impairment: Evidence From a Randomized Controlled Trial","Simon SS, Hampstead BM, Nucci MP, Duran FLS, Fonseca LM, Martin MDGM, Ávila R, Porto FHG, Brucki SMD, Martins CB, Tascone LS, Amaro E Jr, Busatto GF, Bottino CMC.","Front Aging Neurosci. 2018 Nov 13;10:342. doi: 10.3389/fnagi.2018.00342. eCollection 2018.","Simon SS","Front Aging Neurosci","2018","2018/11/29","PMC6243115","","10.3389/fnagi.2018.00342"
"30557760","Resting state functional connectivity and neural correlates of face-name encoding in patients with ischemic vascular lesions with and without the involvement of the left inferior frontal gyrus","Batista AX, Bazán PR, Conforto AB, Martins MDGM, Hoshino M, Simon SS, Hampstead B, Figueiredo EG, Castro MP, Michelan D, Amaro E Jr, Miotto EC.","Cortex. 2019 Apr;113:15-28. doi: 10.1016/j.cortex.2018.11.016. Epub 2018 Nov 26.","Batista AX","Cortex","2019","2018/12/18","","","10.1016/j.cortex.2018.11.016"
"29630552","Decreased Event-Related Beta Synchronization During Memory Maintenance Marks Early Cognitive Decline in Mild Cognitive Impairment","Fodor Z, Sirály E, Horváth A, Salacz P, Hidasi Z, Csibri É, Szabó Á, Csukly G.","J Alzheimers Dis. 2018;63(2):489-502. doi: 10.3233/JAD-171079.","Fodor Z","J Alzheimers Dis","2018","2018/04/10","","","10.3233/JAD-171079"
"30342978","Apolipoprotein ε4 is associated with better cognitive control allocation in healthy young adults","Zink N, Bensmann W, Arning L, Beste C, Stock AK.","Neuroimage. 2019 Jan 15;185:274-285. doi: 10.1016/j.neuroimage.2018.10.046. Epub 2018 Oct 18.","Zink N","Neuroimage","2019","2018/10/22","","","10.1016/j.neuroimage.2018.10.046"
"30250860","Presymptomatic white matter integrity loss in familial frontotemporal dementia in the GENFI cohort: A cross-sectional diffusion tensor imaging study","Jiskoot LC, Bocchetta M, Nicholas JM, Cash DM, Thomas D, Modat M, Ourselin S, Rombouts SARB, Dopper EGP, Meeter LH, Panman JL, van Minkelen R, van der Ende EL, Donker Kaat L, Pijnenburg YAL, Borroni B, Galimberti D, Masellis M, Tartaglia MC, Rowe J, Graff C, Tagliavini F, Frisoni GB, Laforce R Jr, Finger E, de Mendonça A, Sorbi S; Genetic Frontotemporal dementia Initiative (GENFI), Papma JM, van Swieten JC, Rohrer JD.","Ann Clin Transl Neurol. 2018 Jul 11;5(9):1025-1036. doi: 10.1002/acn3.601. eCollection 2018 Sep.","Jiskoot LC","Ann Clin Transl Neurol","2018","2018/09/26","PMC6144447","","10.1002/acn3.601"
"30887231","The severity of obstructive sleep apnea syndrome cannot predict the accumulation of brain amyloid by imaging with [11C]-Pittsburgh compound B PET computed tomography in patients with a normal cognitive function","Handa SS, Baba S, Yamashita K, Nishizaka M, Ando S.","Ann Nucl Med. 2019 Jul;33(7):541-544. doi: 10.1007/s12149-019-01349-6. Epub 2019 Mar 18.","Handa SS","Ann Nucl Med","2019","2019/03/20","","","10.1007/s12149-019-01349-6"
"28888073","Selective decline of neurotrophin and neurotrophin receptor genes within CA1 pyramidal neurons and hippocampus proper: Correlation with cognitive performance and neuropathology in mild cognitive impairment and Alzheimer's disease","Ginsberg SD, Malek-Ahmadi MH, Alldred MJ, Che S, Elarova I, Chen Y, Jeanneteau F, Kranz TM, Chao MV, Counts SE, Mufson EJ.","Hippocampus. 2019 May;29(5):422-439. doi: 10.1002/hipo.22802. Epub 2017 Sep 27.","Ginsberg SD","Hippocampus","2019","2017/09/10","PMC5844851","NIHMS937904","10.1002/hipo.22802"
"30400071","Improving the performance of empirical mode decomposition via Tsallis entropy: Application to Alzheimer EEG analysis","Lazar P, Jayapathy R, Torrents-Barrena J, Mary Linda M, Mol B, Mohanalin J, Puig D.","Biomed Mater Eng. 2018;29(5):551-566. doi: 10.3233/BME-181008.","Lazar P","Biomed Mater Eng","2018","2018/11/08","","","10.3233/BME-181008"
"32627144","DeepDicomSort: An Automatic Sorting Algorithm for Brain Magnetic Resonance Imaging Data","van der Voort SR, Smits M, Klein S; Alzheimer’s Disease Neuroimaging Initiative.","Neuroinformatics. 2021 Jan;19(1):159-184. doi: 10.1007/s12021-020-09475-7.","van der Voort SR","Neuroinformatics","2021","2020/07/07","PMC7782469","","10.1007/s12021-020-09475-7"
"30416640","TPRM: TENSOR PARTITION REGRESSION MODELS WITH APPLICATIONS IN IMAGING BIOMARKER DETECTION","Miranda MF, Zhu H, Ibrahim JG; Alzheimer’s Disease Neuroimaging Initiative.","Ann Appl Stat. 2018 Sep;12(3):1422-1450. doi: 10.1214/17-AOAS1116. Epub 2018 Sep 11.","Miranda MF","Ann Appl Stat","2018","2018/11/13","PMC6221472","NIHMS967296","10.1214/17-AOAS1116"
"32788450","Application of modern neuroimaging technology in the diagnosis and study of Alzheimer's disease","Zeng HM, Han HB, Zhang QF, Bai H.","Neural Regen Res. 2021 Jan;16(1):73-79. doi: 10.4103/1673-5374.286957.","Zeng HM","Neural Regen Res","2021","2020/08/14","PMC7818875","","10.4103/1673-5374.286957"
"28754803","Uric acid and incident dementia over 12 years of follow-up: a population-based cohort study","Latourte A, Soumaré A, Bardin T, Perez-Ruiz F, Debette S, Richette P.","Ann Rheum Dis. 2018 Mar;77(3):328-335. doi: 10.1136/annrheumdis-2016-210767. Epub 2017 Jul 28.","Latourte A","Ann Rheum Dis","2018","2017/07/30","","","10.1136/annrheumdis-2016-210767"
"33252079","Construction of MRI-Based Alzheimer's Disease Score Based on Efficient 3D Convolutional Neural Network: Comprehensive Validation on 7,902 Images from a Multi-Center Dataset","Yee E, Ma D, Popuri K, Wang L, Beg MF; and for the Alzheimer’s Disease Neuroimaging Initiative; and the Australian Imaging Biomarkers and Lifestyle flagship study of ageing.","J Alzheimers Dis. 2021;79(1):47-58. doi: 10.3233/JAD-200830.","Yee E","J Alzheimers Dis","2021","2020/11/30","","","10.3233/JAD-200830"
"33551735","Deep Learning-Based Classification and Voxel-Based Visualization of Frontotemporal Dementia and Alzheimer's Disease","Hu J, Qing Z, Liu R, Zhang X, Lv P, Wang M, Wang Y, He K, Gao Y, Zhang B.","Front Neurosci. 2021 Jan 21;14:626154. doi: 10.3389/fnins.2020.626154. eCollection 2020.","Hu J","Front Neurosci","2021","2021/02/08","PMC7858673","","10.3389/fnins.2020.626154"
"33410601","Flortaucipir (tau) PET in LGI1 antibody encephalitis","Day GS, Gordon BA, McCullough A, Bucelli RC, Perrin RJ, Benzinger TLS, Ances BM.","Ann Clin Transl Neurol. 2021 Feb;8(2):491-497. doi: 10.1002/acn3.51297. Epub 2021 Jan 7.","Day GS","Ann Clin Transl Neurol","2021","2021/01/07","PMC7886030","","10.1002/acn3.51297"
"33465405","A Transfer Learning Approach for Early Diagnosis of Alzheimer's Disease on MRI Images","Mehmood A, Yang S, Feng Z, Wang M, Ahmad AS, Khan R, Maqsood M, Yaqub M.","Neuroscience. 2021 Apr 15;460:43-52. doi: 10.1016/j.neuroscience.2021.01.002. Epub 2021 Jan 17.","Mehmood A","Neuroscience","2021","2021/01/19","","","10.1016/j.neuroscience.2021.01.002"
"33623535","Diagnosis of Alzheimer Disease Using 2D MRI Slices by Convolutional Neural Network","Al-Khuzaie FEK, Bayat O, Duru AD.","Appl Bionics Biomech. 2021 Feb 2;2021:6690539. doi: 10.1155/2021/6690539. eCollection 2021.","Al-Khuzaie FEK","Appl Bionics Biomech","2021","2021/02/24","PMC7872776","","10.1155/2021/6690539"
"29247877","Learning non-linear patch embeddings with neural networks for label fusion","Sanroma G, Benkarim OM, Piella G, Camara O, Wu G, Shen D, Gispert JD, Molinuevo JL, González Ballester MA; Alzheimer’s Disease Neuroimaging Initiative.","Med Image Anal. 2018 Feb;44:143-155. doi: 10.1016/j.media.2017.11.013. Epub 2017 Dec 2.","Sanroma G","Med Image Anal","2018","2017/12/17","PMC5896774","NIHMS955642","10.1016/j.media.2017.11.013"
"29687257","Diffusible, highly bioactive oligomers represent a critical minority of soluble Aβ in Alzheimer's disease brain","Hong W, Wang Z, Liu W, O'Malley TT, Jin M, Willem M, Haass C, Frosch MP, Walsh DM.","Acta Neuropathol. 2018 Jul;136(1):19-40. doi: 10.1007/s00401-018-1846-7. Epub 2018 Apr 23.","Hong W","Acta Neuropathol","2018","2018/04/25","PMC6647843","NIHMS1042122","10.1007/s00401-018-1846-7"
"33415430","Improved amyloid burden quantification with nonspecific estimates using deep learning","Liu H, Nai YH, Saridin F, Tanaka T, O' Doherty J, Hilal S, Gyanwali B, Chen CP, Robins EG, Reilhac A.","Eur J Nucl Med Mol Imaging. 2021 Jan 7. doi: 10.1007/s00259-020-05131-z. Online ahead of print.","Liu H","Eur J Nucl Med Mol Imaging","2021","2021/01/08","","","10.1007/s00259-020-05131-z"
"29994428","Permutation Jaccard Distance-Based Hierarchical Clustering to Estimate EEG Network Density Modifications in MCI Subjects","Mammone N, Ieracitano C, Adeli H, Bramanti A, Morabito FC.","IEEE Trans Neural Netw Learn Syst. 2018 Feb 5. doi: 10.1109/TNNLS.2018.2791644. Online ahead of print.","Mammone N","IEEE Trans Neural Netw Learn Syst","2018","2018/07/12","","","10.1109/TNNLS.2018.2791644"
"30984816","Neuroimaging biomarkers for clinical trials in atypical parkinsonian disorders: Proposal for a Neuroimaging Biomarker Utility System","van Eimeren T, Antonini A, Berg D, Bohnen N, Ceravolo R, Drzezga A, Höglinger GU, Higuchi M, Lehericy S, Lewis S, Monchi O, Nestor P, Ondrus M, Pavese N, Peralta MC, Piccini P, Pineda-Pardo JÁ, Rektorová I, Rodríguez-Oroz M, Rominger A, Seppi K, Stoessl AJ, Tessitore A, Thobois S, Kaasinen V, Wenning G, Siebner HR, Strafella AP, Rowe JB.","Alzheimers Dement (Amst). 2019 Apr 2;11:301-309. doi: 10.1016/j.dadm.2019.01.011. eCollection 2019 Dec.","van Eimeren T","Alzheimers Dement (Amst)","2019","2019/04/16","PMC6446052","","10.1016/j.dadm.2019.01.011"
"30255936","Regional vesicular acetylcholine transporter distribution in human brain: A [(18) F]fluoroethoxybenzovesamicol positron emission tomography study","Albin RL, Bohnen NI, Muller MLTM, Dauer WT, Sarter M, Frey KA, Koeppe RA.","J Comp Neurol. 2018 Dec 1;526(17):2884-2897. doi: 10.1002/cne.24541. Epub 2018 Oct 19.","Albin RL","J Comp Neurol","2018","2018/09/27","PMC6827569","NIHMS1056520","10.1002/cne.24541"
"33537334","Use of a Sparse-Response Deep Belief Network and Extreme Learning Machine to Discriminate Alzheimer's Disease, Mild Cognitive Impairment, and Normal Controls Based on Amyloid PET/MRI Images","Zhou P, Jiang S, Yu L, Feng Y, Chen C, Li F, Liu Y, Huang Z.","Front Med (Lausanne). 2021 Jan 18;7:621204. doi: 10.3389/fmed.2020.621204. eCollection 2020.","Zhou P","Front Med (Lausanne)","2021","2021/02/04","PMC7847932","","10.3389/fmed.2020.621204"
"30982183","Fusion of ULS Group Constrained High- and Low-Order Sparse Functional Connectivity Networks for MCI Classification","Li Y, Liu J, Peng Z, Sheng C, Kim M, Yap PT, Wee CY, Shen D.","Neuroinformatics. 2020 Jan;18(1):1-24. doi: 10.1007/s12021-019-09418-x.","Li Y","Neuroinformatics","2020","2019/04/15","","","10.1007/s12021-019-09418-x"
"29580771","Interactions of amyloid-β peptides on lipid bilayer studied by single molecule imaging and tracking","Chang CC, Edwald E, Veatch S, Steel DG, Gafni A.","Biochim Biophys Acta Biomembr. 2018 Sep;1860(9):1616-1624. doi: 10.1016/j.bbamem.2018.03.017. Epub 2018 Mar 24.","Chang CC","Biochim Biophys Acta Biomembr","2018","2018/03/28","","","10.1016/j.bbamem.2018.03.017"
"30349864","[(18)F]AV-1451 binding is increased in frontotemporal dementia due to C9orf72 expansion","Bevan-Jones RW, Cope TE, Jones SP, Passamonti L, Hong YT, Fryer T, Arnold R, Coles JP, Aigbirhio FA, Patterson K, O'Brien JT, Rowe JB.","Ann Clin Transl Neurol. 2018 Sep 14;5(10):1292-1296. doi: 10.1002/acn3.631. eCollection 2018 Oct.","Bevan-Jones RW","Ann Clin Transl Neurol","2018","2018/10/24","PMC6186940","","10.1002/acn3.631"
"30475714","Novel Effective Connectivity Inference Using Ultra-Group Constrained Orthogonal Forward Regression and Elastic Multilayer Perceptron Classifier for MCI Identification","Li Y, Yang H, Lei B, Liu J, Wee CY.","IEEE Trans Med Imaging. 2019 May;38(5):1227-1239. doi: 10.1109/TMI.2018.2882189. Epub 2018 Nov 20.","Li Y","IEEE Trans Med Imaging","2019","2018/11/27","","","10.1109/TMI.2018.2882189"
"29346107","Brain MR Image Restoration Using an Automatic Trilateral Filter With GPU-Based Acceleration","Chang HH, Li CY, Gallogly AH.","IEEE Trans Biomed Eng. 2018 Feb;65(2):400-413. doi: 10.1109/TBME.2017.2772853.","Chang HH","IEEE Trans Biomed Eng","2018","2018/01/19","","","10.1109/TBME.2017.2772853"
"33588710","Machine Learning Algorithms and Statistical Approaches for Alzheimer's Disease Analysis Based on Resting-State EEG Recordings: A Systematic Review","Tzimourta KD, Christou V, Tzallas AT, Giannakeas N, Astrakas LG, Angelidis P, Tsalikakis D, Tsipouras MG.","Int J Neural Syst. 2021 May;31(5):2130002. doi: 10.1142/S0129065721300023. Epub 2021 Feb 16.","Tzimourta KD","Int J Neural Syst","2021","2021/02/16","","","10.1142/S0129065721300023"
"30010762","A similarity-based approach to leverage multi-cohort medical data on the diagnosis and prognosis of Alzheimer's disease","Zhang H, Zhu F, Dodge HH, Higgins GA, Omenn GS, Guan Y; Alzheimer's Disease Neuroimaging Initiative.","Gigascience. 2018 Jul 1;7(7):giy085. doi: 10.1093/gigascience/giy085.","Zhang H","Gigascience","2018","2018/07/17","PMC6054197","","10.1093/gigascience/giy085"
"27807013","Beta Responses in Healthy Elderly and in Patients With Amnestic Mild Cognitive Impairment During a Task of Temporal Orientation of Attention","Caravaglios G, Castro G, Muscoso EG, Crivelli D, Balconi M.","Clin EEG Neurosci. 2018 Jul;49(4):258-271. doi: 10.1177/1550059416676144. Epub 2016 Nov 2.","Caravaglios G","Clin EEG Neurosci","2018","2016/11/04","","","10.1177/1550059416676144"
"33389607","Generating Longitudinal Atrophy Evaluation Datasets on Brain Magnetic Resonance Images Using Convolutional Neural Networks and Segmentation Priors","Bernal J, Valverde S, Kushibar K, Cabezas M, Oliver A, Lladó X; Alzheimer’s Disease Neuroimaging Initiative.","Neuroinformatics. 2021 Jan 2. doi: 10.1007/s12021-020-09499-z. Online ahead of print.","Bernal J","Neuroinformatics","2021","2021/01/03","","","10.1007/s12021-020-09499-z"
"33547343","Multimodal deep learning models for early detection of Alzheimer's disease stage","Venugopalan J, Tong L, Hassanzadeh HR, Wang MD.","Sci Rep. 2021 Feb 5;11(1):3254. doi: 10.1038/s41598-020-74399-w.","Venugopalan J","Sci Rep","2021","2021/02/06","PMC7864942","","10.1038/s41598-020-74399-w"
"33715635","Enhancing magnetic resonance imaging-driven Alzheimer's disease classification performance using generative adversarial learning","Zhou X, Qiu S, Joshi PS, Xue C, Killiany RJ, Mian AZ, Chin SP, Au R, Kolachalama VB.","Alzheimers Res Ther. 2021 Mar 14;13(1):60. doi: 10.1186/s13195-021-00797-5.","Zhou X","Alzheimers Res Ther","2021","2021/03/15","PMC7958452","","10.1186/s13195-021-00797-5"
"29578480","Preserved Structural Network Organization Mediates Pathology Spread in Alzheimer's Disease Spectrum Despite Loss of White Matter Tract Integrity","Powell F, Tosun D, Sadeghi R, Weiner M, Raj A; Alzheimer’s Disease Neuroimaging Initiative.","J Alzheimers Dis. 2018;65(3):747-764. doi: 10.3233/JAD-170798.","Powell F","J Alzheimers Dis","2018","2018/03/27","PMC6152926","NIHMS988753","10.3233/JAD-170798"
"33336230","Physical Fitness and Apolipoprotein E Genotype Influence Cortical Networking and Intelligence in Adolescents","Park J, Kim Y, Woo M.","J Prev Alzheimers Dis. 2021;8(1):92-99. doi: 10.14283/jpad.2020.56.","Park J","J Prev Alzheimers Dis","2021","2020/12/18","","","10.14283/jpad.2020.56"
"33325450","Hybrid diffusion tensor imaging feature-based AD classification","Deng L, Wang Y.","J Xray Sci Technol. 2021;29(1):151-169. doi: 10.3233/XST-200771.","Deng L","J Xray Sci Technol","2021","2020/12/16","","","10.3233/XST-200771"
"33476461","Plasma metabolomics of presymptomatic PSEN1-H163Y mutation carriers: a pilot study","Natarajan K, Ullgren A, Khoshnood B, Johansson C, Laffita-Mesa JM, Pannee J, Zetterberg H, Blennow K, Graff C.","Ann Clin Transl Neurol. 2021 Mar;8(3):579-591. doi: 10.1002/acn3.51296. Epub 2021 Jan 21.","Natarajan K","Ann Clin Transl Neurol","2021","2021/01/21","PMC7951103","","10.1002/acn3.51296"
"33659748","Hippocampus segmentation on epilepsy and Alzheimer's disease studies with multiple convolutional neural networks","Carmo D, Silva B; Alzheimer's Disease Neuroimaging Initiative, Yasuda C, Rittner L, Lotufo R.","Heliyon. 2021 Feb 10;7(2):e06226. doi: 10.1016/j.heliyon.2021.e06226. eCollection 2021 Feb.","Carmo D","Heliyon","2021","2021/03/04","PMC7892928","","10.1016/j.heliyon.2021.e06226"
"33713959","Alzheimer's disease detection using depthwise separable convolutional neural networks","Liu J, Li M, Luo Y, Yang S, Li W, Bi Y.","Comput Methods Programs Biomed. 2021 May;203:106032. doi: 10.1016/j.cmpb.2021.106032. Epub 2021 Mar 2.","Liu J","Comput Methods Programs Biomed","2021","2021/03/13","","","10.1016/j.cmpb.2021.106032"
"30082840","Quantification of brain cholinergic denervation in dementia with Lewy bodies using PET imaging with [(18)F]-FEOBV","Nejad-Davarani S, Koeppe RA, Albin RL, Frey KA, Müller MLTM, Bohnen NI.","Mol Psychiatry. 2019 Mar;24(3):322-327. doi: 10.1038/s41380-018-0130-5. Epub 2018 Aug 6.","Nejad-Davarani S","Mol Psychiatry","2019","2018/08/08","PMC6363916","NIHMS973217","10.1038/s41380-018-0130-5"
"33735087","An Explainable 3D Residual Self-Attention Deep Neural Network For Joint Atrophy Localization and Alzheimer's Disease Diagnosis using Structural MRI","Zhang X, Han L, Zhu W, Sun L, Zhang D.","IEEE J Biomed Health Inform. 2021 Mar 18;PP. doi: 10.1109/JBHI.2021.3066832. Online ahead of print.","Zhang X","IEEE J Biomed Health Inform","2021","2021/03/18","","","10.1109/JBHI.2021.3066832"
