Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Prevention of multiple system atrophy using human bone marrow-derived mesenchymal stem cells by reducing polyamine and cholesterol-induced neural damages","Stem Cell Research & Therapy","","11","1","10.1186/s13287-020-01590-1","Kyung-Ran ParkChul Ju HwangHyung-Mun YunIn Jun YeoDong-Young ChoiPil-Hoon ParkHyung Sook KimJung Tae LeeYoung Suk JungSang-Bae HanJin Tae Hong","2020","http://link.springer.com/article/10.1186/s13287-020-01590-1","Article"
"Knowledge Representation and Ontologies","Clinical Research Informatics","","","","10.1007/978-3-319-98779-8_15","Kin Wah Fung MD, MS, MAOlivier Bodenreider MD, PhD","2019","http://link.springer.com/chapter/10.1007/978-3-319-98779-8_15","Chapter"
"Aspalathin: a rare dietary dihydrochalcone from Aspalathus linearis (rooibos tea)","Phytochemistry Reviews","","","","10.1007/s11101-021-09741-9","Sushil K. ChaudharyMaxleene SandasiFelix MakoloFanie R. van HeerdenAlvaro M. Viljoen","2021","http://link.springer.com/article/10.1007/s11101-021-09741-9","Article"
"Peroxiredoxin 6 mediates protective function of astrocytes in Aβ proteostasis","Molecular Neurodegeneration","","15","1","10.1186/s13024-020-00401-8","Joanna E. PankiewiczJenny R. DiazMitchell Martá-ArizaAnita M. LizińczykLeor A. FrancoMartin J. Sadowski","2020","http://link.springer.com/article/10.1186/s13024-020-00401-8","Article"
"Systematic Review of Real-time Remote Health Monitoring System in Triage and Priority-Based Sensor Technology: Taxonomy, Open Challenges, Motivation and Recommendations","Journal of Medical Systems","","42","5","10.1007/s10916-018-0943-4","O. S. AlbahriA. S. AlbahriK. I. MohammedA. A. ZaidanB. B. ZaidanM. HashimOmar H. Salman","2018","http://link.springer.com/article/10.1007/s10916-018-0943-4","Article"
"Automatic Assistance to Cognitive Disabled Web Users via Reinforcement Learning on the Browser","Computers Helping People with Special Needs","","","","10.1007/978-3-030-58805-2_8","Tomas Murillo-MoralesPeter HeumaderKlaus Miesenberger","2020","http://link.springer.com/chapter/10.1007/978-3-030-58805-2_8","Chapter"
"Stress About Stressors: What Are Key Inflection Points?","Compassionate Management of Mental Health in the Modern Workplace","","","","10.1007/978-3-319-71541-4_6","John A. QuelchCarin-Isabel Knoop","2018","http://link.springer.com/chapter/10.1007/978-3-319-71541-4_6","Chapter"
"Enhanced axonal response of mitochondria to demyelination offers neuroprotection: implications for multiple sclerosis","Acta Neuropathologica","","140","2","10.1007/s00401-020-02179-x","Simon Licht-MayerGraham R. CampbellMarco CanizaresArpan R. MehtaAngus B. GaneKatie McGillAniket GhoshAlexander FullertonNiels MenezesJasmine DeanJordon DunhamSarah Al-AzkiGareth PryceStephanie ZandeeChao ZhaoMarkus Kipp","2020","http://link.springer.com/article/10.1007/s00401-020-02179-x","Article"
"Cannabinoid-Based Therapies and Brain Development: Potential Harmful Effect of Early Modulation of the Endocannabinoid System","CNS Drugs","","32","8","10.1007/s40263-018-0550-4","Patrícia SchonhofenIvi Juliana BristotJosé Alexandre CrippaJaime Eduardo Cecílio HallakAntônio Waldo ZuardiRichard B. ParsonsFábio Klamt","2018","http://link.springer.com/article/10.1007/s40263-018-0550-4","Article"
"Perhydroxyl Radical (HO2•) as Inducer of the Isoprostane Lipid Peroxidation in Mitochondria","Molecular Biology","","52","3","10.1134/S0026893318020097","A. Panov","2018","http://link.springer.com/article/10.1134/S0026893318020097","Article"
"Mitochondrial Dysfunction in Stroke: Implications of Stem Cell Therapy","Translational Stroke Research","","10","2","10.1007/s12975-018-0642-y","Deepaneeta SarmahHarpreet KaurJackson SarafKanchan VatsKanta PravalikaMadhuri WanveKiran KaliaAnupom BorahAkhilesh KumarXin WangDileep R. YavagalKunjan R. DavePallab Bhattacharya","2019","http://link.springer.com/article/10.1007/s12975-018-0642-y","Article"
"Intrinsically Disordered Regions in Serum Albumin: What Are They For?","Cell Biochemistry and Biophysics","","76","1 - 2","10.1007/s12013-017-0785-6","Ekaterina A. LitusSergei E. PermyakovVladimir N. UverskyEugene A. Permyakov","2018","http://link.springer.com/article/10.1007/s12013-017-0785-6","Article"
"Minerals","Principles of Food Chemistry","","","","10.1007/978-3-319-63607-8_5","John W. FinleyJohn M. deMan","2018","http://link.springer.com/chapter/10.1007/978-3-319-63607-8_5","Chapter"
"Developing and Authoring an IME Report","Independent Medical Evaluation","","","","10.1007/978-3-319-71906-1_9","Douglas W. Martin MD","2018","http://link.springer.com/chapter/10.1007/978-3-319-71906-1_9","Chapter"
"The Marine-Derived Filamentous Fungi in Biotechnology","Grand Challenges in Marine Biotechnology","","","","10.1007/978-3-319-69075-9_4","Rosario NicolettiAnna Andolfi","2018","http://link.springer.com/chapter/10.1007/978-3-319-69075-9_4","Chapter"
"UES Restrictive Disorders","Gastrointestinal Motility Disorders","","","","10.1007/978-3-319-59352-4_7","Ling Mei M.D.Patrick Sanvanson M.D.","2018","http://link.springer.com/chapter/10.1007/978-3-319-59352-4_7","Chapter"
