Authors;Author Full Names;Article Title;Source Title;Abstract;ISSN;eISSN;ISBN;Publication Date;Publication Year;Volume;DOI;Publication Type
"Bae, J; Stocks, J; Heywood, A; Jung, Y; Jenkins, L; Hill, V; Katsaggelos, A; Popuri, K; Rosen, H; Beg, MF; Wang, L";"Bae, Jinhyeong; Stocks, Jane; Heywood, Ashley; Jung, Youngmoon; Jenkins, Lisanne; Hill, Virginia; Katsaggelos, Aggelos; Popuri, Karteek; Rosen, Howie; Beg, M. Faisal; Wang, Lei";Transfer learning for predicting conversion from mild cognitive impairment to dementia of Alzheimer's type based on a three-dimensional convolutional neural network;NEUROBIOLOGY OF AGING;"Dementia of Alzheimer's type (DAT) is associated with devastating and irreversible cognitive decline. Predicting which patients with mild cognitive impairment (MCI) will progress to DAT is an ongoing challenge in the field. We developed a deep learning model to predict conversion from MCI to DAT. Structural magnetic resonance imaging scans were used as input to a 3-dimensional convolutional neural network. The 3-dimensional convolutional neural network was trained using transfer learning; in the source task, normal control and DAT scans were used to pretrain the model. This pretrained model was then retrained on the target task of classifying which MCI patients converted to DAT. Our model resulted in 82.4% classification accuracy at the target task, outperforming current models in the field. Next, we visualized brain regions that significantly contribute to the prediction of MCI conversion using an occlusion map approach. Contributory regions included the pons, amygdala, and hippocampus. Finally, we showed that the model's prediction value is significantly correlated with rates of change in clinical assessment scores, indicating that the model is able to predict an individual patient's future cognitive decline. This information, in conjunction with the identified anatomical features, will aid in building a personalized therapeutic strategy for individuals with MCI. Crown Copyright (C) 2020 Published by Elsevier Inc. All rights reserved.";0197-4580;1558-1497;;MAR;2021;99;10.1016/j.neurobiolaging.2020.12.005;J
"Lee, S; Jung, JH; Kim, D; Lim, HK; Park, MA; Kim, G; So, MJ; Yoo, SK; Ye, BS; Choi, Y; Yun, MJ";"Lee, Sangwon; Jung, Jin Ho; Kim, Dongwoo; Lim, Hyun Keong; Park, Mi-Ae; Kim, Garam; So, Minjae; Yoo, Sun Kook; Ye, Byoung Seok; Choi, Yong; Yun, Mijin";PET/CT for Brain Amyloid A Feasibility Study for Scan Time Reduction by Deep Learning;CLINICAL NUCLEAR MEDICINE;Purpose This study was to develop a convolutional neural network (CNN) model with a residual learning framework to predict the full-time F-18-florbetaben (F-18-FBB) PET/CT images from corresponding short-time scans. Methods In this retrospective study, we enrolled 22 cognitively normal subjects, 20 patients with mild cognitive impairment, and 42 patients with Alzheimer disease. Twenty minutes of list-mode PET/CT data were acquired and reconstructed as the ground-truth images. The short-time scans were made in either 1, 2, 3, 4, or 5 minutes. The CNN with a residual learning framework was implemented to predict the ground-truth images of F-18-FBB PET/CT using short-time scans with either a single-slice or a 3-slice input layer. Model performance was evaluated by quantitative and qualitative analyses. Additionally, we quantified the amyloid load in the ground-truth and predicted images using the SUV ratio. Results On quantitative analyses, with increasing scan time, the normalized root-mean-squared error and the SUV ratio differences between predicted and ground-truth images gradually decreased, and the peak signal-to-noise ratio increased. On qualitative analysis, the predicted images from the 3-slice CNN model showed better image quality than those from the single-slice model. The 3-slice CNN model with a short-time scan of at least 2 minutes achieved comparable, quantitative prediction of full-time F-18-FBB PET/CT images, with adequate to excellent image quality. Conclusions The 3-slice CNN model with a residual learning framework is promising for the prediction of full-time F-18-FBB PET/CT images from short-time scans.;0363-9762;1536-0229;;MAR;2021;46;10.1097/RLU.0000000000003471;J
"Kim, J; Kang, S; Lee, K; Jung, JH; Kim, G; Lim, HK; Choi, Y; Lee, S; Yun, MJ";"Kim, Jaewon; Kang, Sungsik; Lee, Konsu; Jung, Jin Ho; Kim, Garam; Lim, Hyun Keong; Choi, Yong; Lee, Sangwon; Yun, Mijin";Effect of Scan Time on Neuro F-18-Fluorodeoxyglucose Positron Emission Tomography Image Generated Using Deep Learning;JOURNAL OF MEDICAL IMAGING AND HEALTH INFORMATICS;The purpose of this study was to generate the PET images with high signal-to-noise ratio (SNR) acquired for typical scan durations (H-PET) from short scan time PET images with low SNR (L-PET) using deep learning and to evaluate the effect of scan time on the quality of predicted PET image. A convolutional neural network (CNN) with a concatenated connection and residual learning framework was implemented. PET data from 27 patients were acquired for 900 s, starting 60 minutes after the intravenous administration of FDG using a commercial PET/CT scanner. To investigate the effect of scan time on the quality of the predicted H-PETs, 10 s, 30 s, 60 s, and 120 s PET data were generated by sorting the 900 s LMF data into the LMF data acquired for each scan time. Twenty-three of the 27 patient images were used for training of the proposed CNN and the remaining four patient images were used for test of the CNN. The predicted H-PETs generated by the CNN were compared to ground-truth H-PETs, L-PETS, and filtered L-PETS processed with four commonly used denoising algorithms. The peak signal-to-noise ratios (PSNRs), normalized root mean square errors (NRMSEs), and average region-of-interest (ROI) differences as a function of scan time were calculated. The quality of the predicted H-PETs generated by the CNN was superior to that of the L-PETs and filtered L-PETs. Lower NRMSEs and higher PSNRs were also obtained from predicted H-PETs compared to the L-PETS and filtered L-PETS. ROI differences in the predicted H-PETs were smaller than those of the L-PETS. The quality of the predicted H-PETs gradually improved with increasing scan times. The lowest NRMSEs, highest PSNRs, and smallest ROI differences were obtained using the predicted H-PETs for 120 s. Various performance test results for the proposed CNN indicate that it is possible to generate H-PETs from neuro FDG L-PETS using the proposed CNN method, which might allow reductions in both scan time and injection dose.;2156-7018;2156-7026;;MAR;2021;11;10.1166/jmihi.2021.3316;J
"Li, Q; Yang, MQ";"Li, Qi; Yang, Mary Qu";Comparison of machine learning approaches for enhancing Alzheimer's disease classification;PEERJ;Alzheimer's disease (AD) is a progressive neurodegenerative disorder, accounting for nearly 60% of all dementia cases. The occurrence of the disease has been increasing rapidly in recent years. Presently about 46.8 million individuals suffer from AD worldwide. The current absence of effective treatment to reverse or stop AD progression highlights the importance of disease prevention and early diagnosis. Brain structural Magnetic Resonance Imaging (MRI) has been widely used for AD detection as it can display morphometric differences and cerebral structural changes. In this study, we built three machine learning-based MRI data classifiers to predict AD and infer the brain regions that contribute to disease development and progression. We then systematically compared the three distinct classifiers, which were constructed based on Support Vector Machine (SVM), 3D Very Deep Convolutional Network (VGGNet) and 3D Deep Residual Network (ResNet), respectively. To improve the performance of the deep learning classifiers, we applied a transfer learning strategy. The weights of a pre-trained model were transferred and adopted as the initial weights of our models. Transferring the learned features significantly reduced training time and increased network efficiency. The classification accuracy for AD subjects from elderly control subjects was 90%, 95%, and 95% for the SVM, VGGNet and ResNet classifiers, respectively. Gradient-weighted Class Activation Mapping (Grad-CAM) was employed to show discriminative regions that contributed most to the AD dassification by utilizing the learned spatial information of the 3D-VGGNet and 3D-ResNet models. The resulted maps consistently highlighted several disease-associated brain regions, particularly the cerebellum which is a relatively neglected brain region in the present AD study. Overall, our comparisons suggested that the ResNet model provided the best classification performance as well as more accurate localization of disease-associated regions in the brain compared to the other two approaches.;2167-8359;;;FEB 25;2021;9;10.7717/peerj.10549;J
"Venugopalan, J; Tong, L; Hassanzadeh, HR; Wang, MD";"Venugopalan, Janani; Tong, Li; Hassanzadeh, Hamid Reza; Wang, May D.";Multimodal deep learning models for early detection of Alzheimer's disease stage;SCIENTIFIC REPORTS;Most current Alzheimer's disease (AD) and mild cognitive disorders (MCI) studies use single data modality to make predictions such as AD stages. The fusion of multiple data modalities can provide a holistic view of AD staging analysis. Thus, we use deep learning (DL) to integrally analyze imaging (magnetic resonance imaging (MRI)), genetic (single nucleotide polymorphisms (SNPs)), and clinical test data to classify patients into AD, MCI, and controls (CN). We use stacked denoising auto-encoders to extract features from clinical and genetic data, and use 3D-convolutional neural networks (CNNs) for imaging data. We also develop a novel data interpretation method to identify top-performing features learned by the deep-models with clustering and perturbation analysis. Using Alzheimer's disease neuroimaging initiative (ADNI) dataset, we demonstrate that deep models outperform shallow models, including support vector machines, decision trees, random forests, and k-nearest neighbors. In addition, we demonstrate that integrating multi-modality data outperforms single modality models in terms of accuracy, precision, recall, and meanF1 scores. Our models have identified hippocampus, amygdala brain areas, and the Rey Auditory Verbal Learning Test (RAVLT) as top distinguished features, which are consistent with the known AD literature.;2045-2322;;;FEB 5;2021;11;10.1038/s41598-020-74399-w;J
"Ahmadi, M; Sharifi, A; Fard, MJ; Soleimani, N";"Ahmadi, Mohsen; Sharifi, Abbas; Fard, Mahta Jafarian; Soleimani, Nastaran";Detection of brain lesion location in MRI images using convolutional neural network and robust PCA;INTERNATIONAL JOURNAL OF NEUROSCIENCE;Purpose and aim: Detection of brain tumors plays a critical role in the treatment of patients. Before any treatment, tumor segmentation is crucial to protect healthy tissues during treatment and to destroy tumor cells. Tumor segmentation involves the detection, precise identification, and separation of tumor tissues. In this paper, we provide a deep learning method for the segmentation of brain tumors. Material and methods: In this article, we used a convolutional neural network (CNN) to segment tumors in seven types of brain disease consisting of Glioma, Meningioma, Alzheimer's, Alzheimer's plus, Pick, Sarcoma, and Huntington. First, we used the feature-reduction-based method robust principal component analysis to find tumor location and spot in a dataset of Harvard Medical School. Then we present an architecture of the CNN method to detect brain tumors. Results: Results are depicted based on the probability of tumor location in magnetic resonance images. Results show that the presented method provides high accuracy (96%), sensitivity (99.9%), and dice index (91%) regarding other investigations. Conclusion: The provided unsupervised method for tumor clustering and proposed supervised architecture can be potential methods for medical uses.;0020-7454;1563-5279;;;;;10.1080/00207454.2021.1883602;J
"Basheera, S; Ram, MSS";"Basheera, Shaik; Ram, M. Satya Sai";Deep learning based Alzheimer's disease early diagnosis using T2w segmented gray matter MRI;INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY;Diagnosing Alzheimer's disease at early stage required an effective classification mechanism to differentiate mild cognitive impairment from cognitive normal and AD. In this paper, we used data set collected from ADNI and OASIS. Instead of using the whole volume of the MRI, high informative slices are selected using entropy. The selected slices are pre-processed by removing unwanted tissues using skull stripping algorithm and extracted gray matter using EICA. In this work, we used CNN model with inception blocks to extract deep features from the GM slices used to predict AD at early stage. The model avoids data leakage by considering all the slices of an MRI as a unit. The model trained with 80% of ADNI subject MRI volumes and tested with the remaining 20% subject MRI volumes, to provide great variance in training and testing data, the model further tested with OASIS data sets. 10-fold cross-validation is used to test the model without biasing. The model performance is evaluated using accuracy. The model achieves 98.73%, 100%, 93.72%, and 95.6% of accuracy for differentiating CN-MCI, CN-AD, AD- MCI and CN-MCI and AD. At 10-fold cross-validation it gives 92.92 +/- 3%, 98 +/- 2%, 90 +/- 4% and 94.9 +/- 2% accuracy to differentiate CN-MCI, CN-AD, AD-MCI, and CN-MCI-AD using ADNI. We further tested the model with 135 MRI volumes selected from OASIS data set, we achieved 92%, 91.76%, 88.23%, 81.48% of accuracy with CN-AD, MCI-AD, CN-MCI, and three-way classification. The model gives good accuracy and sensitivity of early AD Diagnosis.;0899-9457;1098-1098;;;;;10.1002/ima.22553;J
"Al-Khuzaie, FEK; Bayat, O; Duru, AD";"Al-Khuzaie, Fanar E. K.; Bayat, Oguz; Duru, Adil D.";Diagnosis of Alzheimer Disease Using 2D MRI Slices by Convolutional Neural Network;APPLIED BIONICS AND BIOMECHANICS;There are many kinds of brain abnormalities that cause changes in different parts of the brain. Alzheimer's disease is a chronic condition that degenerates the cells of the brain leading to memory asthenia. Cognitive mental troubles such as forgetfulness and confusion are one of the most important features of Alzheimer's patients. In the literature, several image processing techniques, as well as machine learning strategies, were introduced for the diagnosis of the disease. This study is aimed at recognizing the presence of Alzheimer's disease based on the magnetic resonance imaging of the brain. We adopted a deep learning methodology for the discrimination between Alzheimer's patients and healthy patients from 2D anatomical slices collected using magnetic resonance imaging. Most of the previous researches were based on the implementation of a 3D convolutional neural network, whereas we incorporated the usage of 2D slices as input to the convolutional neural network. The data set of this research was obtained from the OASIS website. We trained the convolutional neural network structure using the 2D slices to exhibit the deep network weightings that we named as the Alzheimer Network (AlzNet). The accuracy of our enhanced network was 99.30%. This work investigated the effects of many parameters on AlzNet, such as the number of layers, number of filters, and dropout rate. The results were interesting after using many performance metrics for evaluating the proposed AlzNet.;1176-2322;1754-2103;;FEB 2;2021;2021;10.1155/2021/6690539;J
"Carmo, D; Silva, B; Yasuda, C; Rittner, L; Lotufo, R";"Carmo, Diedre; Silva, Bruna; Yasuda, Clarissa; Rittner, Leticia; Lotufo, Roberto";Hippocampus segmentation on epilepsy and Alzheimer's disease studies with multiple convolutional neural networks;HELIYON;Background: Hippocampus segmentation on magnetic resonance imaging is of key importance for the diagnosis, treatment decision and investigation of neuropsychiatric disorders. Automatic segmentation is an active research field, with many recent models using deep learning. Most current state-of-the art hippocampus segmentation methods train their methods on healthy or Alzheimer's disease patients from public datasets. This raises the question whether these methods are capable of recognizing the hippocampus on a different domain, that of epilepsy patients with hippocampus resection. New Method: In this paper we present a state-of-the-art, open source, ready-to-use, deep learning based hippocampus segmentation method. It uses an extended 2D multi-orientation approach, with automatic preprocessing and orientation alignment. The methodology was developed and validated using HarP, a public Alzheimer's disease hippocampus segmentation dataset. Results and Comparisons: We test this methodology alongside other recent deep learning methods, in two domains: The HarP test set and an in-house epilepsy dataset, containing hippocampus resections, named HCUnicamp. We show that our method, while trained only in HarP, surpasses others from the literature in both the HarP test set and HCUnicamp in Dice. Additionally, Results from training and testing in HCUnicamp volumes are also reported separately, alongside comparisons between training and testing in epilepsy and Alzheimer's data and vice versa. Conclusion: Although current state-of-the-art methods, including our own, achieve upwards of 0.9 Dice in HarP, all tested methods, including our own, produced false positives in HCUnicamp resection regions, showing that there is still room for improvement for hippocampus segmentation methods when resection is involved.;2405-8440;;;FEB;2021;7;10.1016/j.heliyon.2021.e06226;J
"Urooj, S; Singh, SP; Malibari, A; Alrowais, F; Kalathil, S";"Urooj, Shabana; Singh, Satya P.; Malibari, Areej; Alrowais, Fadwa; Kalathil, Shaeen";Early Detection of Alzheimer's Disease Using Polar Harmonic Transforms and Optimized Wavelet Neural Network;APPLIED SCIENCES-BASEL;"Effective and accurate diagnosis of Alzheimer's disease (AD), as well as early-stage detection, has gained more and more attention in recent years. For AD classification, we propose a new hybrid method for early detection of Alzheimer's disease (AD) using Polar Harmonic Transforms (PHT) and Self-adaptive Differential Evolution Wavelet Neural Network (SaDE-WNN). The orthogonal moments are used for feature extraction from the grey matter tissues of structural Magnetic Resonance Imaging (MRI) data. Irrelevant features are removed by the feature selection process through evaluating the in-class and among-class variance. In recent years, WNNs have gained attention in classification tasks; however, they suffer from the problem of initial parameter tuning, parameter setting. We proposed a WNN with the self-adaptation technique for controlling the Differential Evolution (DE) parameters, i.e., the mutation scale factor (F) and the cross-over rate (CR). Experimental results on the Alzheimer's disease Neuroimaging Initiative (ADNI) database indicate that the proposed method yields the best overall classification results between AD and mild cognitive impairment (MCI) (93.7% accuracy, 86.0% sensitivity, 98.0% specificity, and 0.97 area under the curve (AUC)), MCI and healthy control (HC) (92.9% accuracy, 95.2% sensitivity, 88.9% specificity, and 0.98 AUC), and AD and HC (94.4% accuracy, 88.7% sensitivity, 98.9% specificity and 0.99 AUC).";;2076-3417;;FEB;2021;11;10.3390/app11041574;J
"Solano-Rojas, B; Villalon-Fonseca, R";"Solano-Rojas, Braulio; Villalon-Fonseca, Ricardo";A Low-Cost Three-Dimensional DenseNet Neural Network for Alzheimer's Disease Early Discovery;SENSORS;Alzheimer's disease is the most prevalent dementia among the elderly population. Early detection is critical because it can help with future planning for those potentially affected. This paper uses a three-dimensional DenseNet architecture to detect Alzheimer's disease in magnetic resonance imaging. Our work is restricted to the use of freely available tools. We constructed a deep neural network classifier with metrics of (0.86) over bar mean accuracy, (0.86) over bar mean sensitivity (micro-average), (0.86) over bar mean specificity (micro-average), and (0.91) over bar area under the receiver operating characteristic curve (micro-average) for the task of discriminating between five different disease stages or classes. The use of tools available for free ensures the reproducibility of the study and the applicability of the classification system in developing countries.;;1424-8220;;FEB;2021;21;10.3390/s21041302;J
"Sathiyamoorthi, V; Ilavarasi, AK; Murugeswari, K; Ahmed, ST; Devi, BA; Kalipindi, M";"Sathiyamoorthi, V; Ilavarasi, A. K.; Murugeswari, K.; Ahmed, Syed Thouheed; Devi, B. Aruna; Kalipindi, Murali";A deep convolutional neural network based computer aided diagnosis system for the prediction of Alzheimer's disease in MRI images;MEASUREMENT;In the recent past, biomedical domain has become popular due to digital image processing of accurate and efficient diagnosis of clinical patients using Computer-Aided Diagnosis (CAD). Appropriate and punctual disease identification and treatment arrangement directs to enhance superiority of life and improved life hope in Alzheimer Disease (AD) patients. The cutting-edge approaches that believe multimodal analysis have been shown to be efficient and accurate are improved compared with manual analysis. Many tools have been introduced for detection of Alzheimer but still it is a financially high costly diagnosis system gives detection of disease with low accuracy and efficient due to performance of Magnetic Resonance Imaging (MRI) scanning devices. A novel methodology is proposed in this research as CAD process using various algorithms for predicting AD. The MRI images from scanning device are a highly noisy image due to thermal activities of hardware involved in scanning device. The image restoration technique is applied using 2D Adaptive Bilateral Filter (2D-ABF) algorithm. The quality of image in terms of brightness and contrast are improved using image enhancement techniques based on Adaptive Histogram Adjustment (AHA) algorithm. The Region of Interest of Alzheimer disease is segmented using Adaptive Mean Shift Modified Expectation Maximization (AMS-MEM) algorithm. The various features are calculated using second order 2-Dimensional Gray Level Co-Occurrence Matrix (2D-GLCM). Based on selection of features, the Deep Learning (DL) approach is used to classify the disease images and its stages. The Deep Convolutional Neural Network (DCNN) is the classification technique implemented to classify disease for proper diagnostic decision making. The experimental results prove that the proposed methodology provides better accuracy and efficiency than existing system.;0263-2241;1873-412X;;FEB;2021;171;10.1016/j.measurement.2020.108838;J
"Herzog, NJ; Magoulas, GD";"Herzog, Nitsa J.; Magoulas, George D.";Brain Asymmetry Detection and Machine Learning Classification for Diagnosis of Early Dementia;SENSORS;Early identification of degenerative processes in the human brain is considered essential for providing proper care and treatment. This may involve detecting structural and functional cerebral changes such as changes in the degree of asymmetry between the left and right hemispheres. Changes can be detected by computational algorithms and used for the early diagnosis of dementia and its stages (amnestic early mild cognitive impairment (EMCI), Alzheimer's Disease (AD)), and can help to monitor the progress of the disease. In this vein, the paper proposes a data processing pipeline that can be implemented on commodity hardware. It uses features of brain asymmetries, extracted from MRI of the Alzheimer's Disease Neuroimaging Initiative (ADNI) database, for the analysis of structural changes, and machine learning classification of the pathology. The experiments provide promising results, distinguishing between subjects with normal cognition (NC) and patients with early or progressive dementia. Supervised machine learning algorithms and convolutional neural networks tested are reaching an accuracy of 92.5% and 75.0% for NC vs. EMCI, and 93.0% and 90.5% for NC vs. AD, respectively. The proposed pipeline offers a promising low-cost alternative for the classification of dementia and can be potentially useful to other brain degenerative disorders that are accompanied by changes in the brain asymmetries.;;1424-8220;;FEB;2021;21;10.3390/s21030778;J
