Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Itani, S., Lecron, F., Fortemps, P.","57195505226;36466621100;6603544061;","Specifics of medical data mining for diagnosis aid: A survey",2019,"Expert Systems with Applications","118",,,"300","314",,23,"10.1016/j.eswa.2018.09.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054837692&doi=10.1016%2fj.eswa.2018.09.056&partnerID=40&md5=8dd00d4cde24d89c99d5c894a94ddfad",Review,"Final","",Scopus,2-s2.0-85054837692
"Lim, M., Puttick, S., Houston, Z.H., Thurecht, K.J., Kalita-De Croft, P., Mahler, S., Rose, S.E., Jeffree, R.L., Mazzieri, R., Dolcetti, R., Lakhani, S.R., Saunus, J.M.","57207824397;26530511900;57208791093;6508273794;57192302208;7006248458;7402127406;16686412600;7003889709;7004582187;7004833949;24830736400;","Innovative therapeutic strategies for effective treatment of brain metastases",2019,"International Journal of Molecular Sciences","20","6", 1280,"","",,7,"10.3390/ijms20061280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062989532&doi=10.3390%2fijms20061280&partnerID=40&md5=d5b08fb5dfd69dcb02684e24ecf87f0f",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85062989532
"Chao, L.L.","7202235620;","Effects of Home Photobiomodulation Treatments on Cognitive and Behavioral Function, Cerebral Perfusion, and Resting-State Functional Connectivity in Patients with Dementia: A Pilot Trial",2019,"Photobiomodulation, Photomedicine, and Laser Surgery","37","3",,"133","141",,18,"10.1089/photob.2018.4555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062898067&doi=10.1089%2fphotob.2018.4555&partnerID=40&md5=e3c04ce4696300c5c2e399df1e6415eb",Article,"Final","",Scopus,2-s2.0-85062898067
"Kawauchi, S., Okuda, W., Nawashiro, H., Sato, S., Nishidate, I.","7006443991;36728035900;7005575000;57030991600;6603441561;","Multispectral imaging of cortical vascular and hemodynamic responses to a shock wave: Observation of spreading depolarization and oxygen supply-demand mismatch",2019,"Journal of Biomedical Optics","24","3", 035005,"","",,3,"10.1117/1.JBO.24.3.035005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062629035&doi=10.1117%2f1.JBO.24.3.035005&partnerID=40&md5=bbb015e6aa232dc914b619498710c7ce",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85062629035
"Salehpour, F., Hamblin, M.R., Diduro, J.O.","57190859325;7004296356;57207792987;","Rapid Reversal of Cognitive Decline, Olfactory Dysfunction, and Quality of Life Using Multi-Modality Photobiomodulation Therapy: Case Report",2019,"Photobiomodulation, Photomedicine, and Laser Surgery","37","3",,"159","167",,4,"10.1089/photob.2018.4569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062907754&doi=10.1089%2fphotob.2018.4569&partnerID=40&md5=3f948666a038423351ea756103fa0a8b",Article,"Final","",Scopus,2-s2.0-85062907754
"Xu, X., Liang, T., Zhu, J., Zheng, D., Sun, T.","23092534100;57190390700;57203726142;57203725120;35332999600;","Review of classical dimensionality reduction and sample selection methods for large-scale data processing",2019,"Neurocomputing","328",,,"5","15",,20,"10.1016/j.neucom.2018.02.100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052748949&doi=10.1016%2fj.neucom.2018.02.100&partnerID=40&md5=3175b82663357eab7bb35719bd26cf6d",Article,"Final","",Scopus,2-s2.0-85052748949
"Bergamasco, L.C.C., Nunes, F.L.S.","56177231100;7102392843;","Intelligent retrieval and classification in three-dimensional biomedical images - A systematic mapping",2019,"Computer Science Review","31",,,"19","38",,4,"10.1016/j.cosrev.2018.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061636974&doi=10.1016%2fj.cosrev.2018.10.003&partnerID=40&md5=ab6527e2c0673d47b3f4f90ff7f94e43",Review,"Final","",Scopus,2-s2.0-85061636974
"Önen, Z., Sayin, S., Gürvit, I.H.","57199303127;6601986805;6507865623;","Optimal population screening policies for Alzheimer’s disease*",2019,"IISE Transactions on Healthcare Systems Engineering","9","1",,"14","25",,2,"10.1080/24725579.2018.1543738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062361637&doi=10.1080%2f24725579.2018.1543738&partnerID=40&md5=7f36c888f90ddab8effc742728958ef6",Article,"Final","",Scopus,2-s2.0-85062361637
"Yıldız, O.","7006012018;","Melanoma detection from dermoscopy images with deep learning methods: A comprehensive study [Derin öğrenme yöntemleriyle dermoskopi görüntülerinden melanom tespiti: Kapsamlı bir çalışma]",2019,"Journal of the Faculty of Engineering and Architecture of Gazi University","34","4",,"2241","2260",,6,"10.17341/gazimmfd.435217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069821799&doi=10.17341%2fgazimmfd.435217&partnerID=40&md5=1c3af2424da6acab2071f61b5a895390",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85069821799
"Sandeep, C.S., Sukesh Kumar, A., Mahadevan, K., Manoj, P.","57076428100;57211054496;57198382453;35813949700;","Analysis of retinal OCT images for the early diagnosis of Alzheimer’s disease",2019,"Advances in Intelligent Systems and Computing","749",,,"509","520",,,"10.1007/978-3-319-74808-5_43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056464359&doi=10.1007%2f978-3-319-74808-5_43&partnerID=40&md5=76553b451b76595b00316e2125463e7a",Conference Paper,"Final","",Scopus,2-s2.0-85056464359
"Bidani, A., Gouider, M.S., Travieso-González, C.M.","57209335954;56035703100;6602376272;","Dementia Detection and Classification from MRI Images Using Deep Neural Networks and Transfer Learning",2019,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11506 LNCS",,,"925","933",,2,"10.1007/978-3-030-20521-8_75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067466427&doi=10.1007%2f978-3-030-20521-8_75&partnerID=40&md5=070f2561002a7620551c2b5c86899ab4",Conference Paper,"Final","",Scopus,2-s2.0-85067466427
"Gao, M., Jiang, J., Zou, G., John, V., Liu, Z.","26634962800;56972846300;54584770600;56402704100;57192441116;","RGB-D-Based Object Recognition Using Multimodal Convolutional Neural Networks: A Survey",2019,"IEEE Access","7",, 8683987,"43110","43136",,14,"10.1109/ACCESS.2019.2907071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064867702&doi=10.1109%2fACCESS.2019.2907071&partnerID=40&md5=6b5abed76d9d371673b48ed5c3085f8e",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85064867702
"Rini Novitasari, D.C., Lubab, A., Sawiji, A., Asyhar, A.H.","57201451019;57190130923;57210743572;57190121122;","Application of feature extraction for breast cancer using one order statistic, glcm, glrlm, and gldm",2019,"Advances in Science, Technology and Engineering Systems","4","4",,"115","120",,3,"10.25046/aj040413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071382081&doi=10.25046%2faj040413&partnerID=40&md5=69079e3a3ec222cd937ffc2a80eb78ca",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85071382081
"Xie, W.-Y., Liu, B.-D., Shao, S., Li, Y., Wang, Y.-J.","57203788695;16319146900;57207828281;35770968700;9248340900;","Sparse Representation and Collaborative Representation? Both Help Image Classification",2019,"IEEE Access","7",, 8733018,"76061","76070",,1,"10.1109/ACCESS.2019.2921538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068263153&doi=10.1109%2fACCESS.2019.2921538&partnerID=40&md5=24c132f2fbb5dd8655ee94f0be663da5",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85068263153
"Zamini, M., Hasheminejad, S.M.H.","57208124161;57196664881;","A comprehensive survey of anomaly detection in banking, wireless sensor networks, social networks, and healthcare",2019,"Intelligent Decision Technologies","13","2",,"229","270",,6,"10.3233/IDT-170155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066907480&doi=10.3233%2fIDT-170155&partnerID=40&md5=4313870bd6c3bc524d9f4215ae560326",Review,"Final","",Scopus,2-s2.0-85066907480
"Lei, M., Rao, Z., Li, M., Yu, X., Zou, L.","54887931300;57208081555;57210171010;57202465939;55346583800;","Identification of coal geographical origin using Near Infrared sensor based on broad learning",2019,"Applied Sciences (Switzerland)","9","6", 1111,"","",,2,"10.3390/app9061111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063737665&doi=10.3390%2fapp9061111&partnerID=40&md5=48bbdde76f38776b392a48cb4ea08f1c",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85063737665
"Brihadiswaran, G., Haputhanthri, D., Gunathilaka, S., Meedeniya, D., Jayarathna, S.","57211136719;57211141194;57211136660;24779848000;36052654200;","EEG-based processing and classification methodologies for autism spectrum disorder: A review",2019,"Journal of Computer Science","15","8",,"1161","1183",,11,"10.3844/jcssp.2019.1161.1183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072804041&doi=10.3844%2fjcssp.2019.1161.1183&partnerID=40&md5=2905c2d77e9977d26eacf3fff2296e91",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85072804041
"Amelio, L., Amelio, A.","57202838003;37120005500;","Classification methods in image analysis with a special focus on medical analytics",2019,"Intelligent Systems Reference Library","149",,,"31","69",,6,"10.1007/978-3-319-94030-4_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049526688&doi=10.1007%2f978-3-319-94030-4_3&partnerID=40&md5=43a7f4ca3f662d0f9a4ea92adbe950dc",Book Chapter,"Final","",Scopus,2-s2.0-85049526688
"Yu, B., Li, F., Zhou, F., Wang, Z., Zhu, R., Feng, X., Qi, M., Li, J., Zhao, R., Huang, L., Xin, R.","57200608317;56346736400;55634210800;57201325751;57221040662;57201315384;57208417321;57202579996;57192315361;55770288600;56564990700;","The Transverse Ultrasonogram of Thyroid Papillary Carcinoma Has a Better Prediction Accuracy Than the Longitudinal One",2019,"IEEE Access","7",, 8753680,"100763","100770",,2,"10.1109/ACCESS.2019.2926377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097336212&doi=10.1109%2fACCESS.2019.2926377&partnerID=40&md5=67396f95fe82644d7fbe6f22b4665c31",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85097336212
"Sharma, D., Singh Aujla, G., Bajaj, R.","57213217033;56218282200;55608790800;","Evolution from ancient medication to human-centered Healthcare 4.0: A review on health care recommender systems",2019,"International Journal of Communication Systems",,, e4058,"","",,7,"10.1002/dac.4058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071931036&doi=10.1002%2fdac.4058&partnerID=40&md5=8d725f937a52bd19cfa9542229d32172",Article,"Article in Press","",Scopus,2-s2.0-85071931036
"Diniz, P.H.B., Valente, T.L.A., Diniz, J.O.B., Silva, A.C., Gattass, M., Ventura, N., Muniz, B.C., Gasparetto, E.L.","57201801600;57192929996;57201793844;24722153600;6701768753;37124992400;57193359934;6701663838;","Detection of white matter lesion regions in MRI using SLIC0 and convolutional neural network",2018,"Computer Methods and Programs in Biomedicine","167",,,"49","63",,8,"10.1016/j.cmpb.2018.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046153286&doi=10.1016%2fj.cmpb.2018.04.011&partnerID=40&md5=43bf3f94ddddf38aa4098335ccbe45d2",Article,"Final","",Scopus,2-s2.0-85046153286
"Knight, J., Taylor, G.W., Khademi, A.","57203811099;55377841000;15843587200;","Voxel-Wise Logistic Regression and Leave-One-Source-Out Cross Validation for white matter hyperintensity segmentation",2018,"Magnetic Resonance Imaging","54",,,"119","136",,3,"10.1016/j.mri.2018.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052860783&doi=10.1016%2fj.mri.2018.06.009&partnerID=40&md5=073e9037cdb81b8683476188c5940ae1",Article,"Final","",Scopus,2-s2.0-85052860783
"Kliangsuwan, T., Heednacram, A.","56181302800;36052846400;","FFT features and hierarchical classification algorithms for cloud images",2018,"Engineering Applications of Artificial Intelligence","76",,,"40","54",,3,"10.1016/j.engappai.2018.08.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052914258&doi=10.1016%2fj.engappai.2018.08.008&partnerID=40&md5=2e863408b96ebbbc2c77b9c11be74712",Article,"Final","",Scopus,2-s2.0-85052914258
"Santos, M.S., Soares, J.P., Abreu, P.H., Araujo, H., Santos, J.","56973109400;57194687936;56624062700;7004944578;55984028200;","Cross-validation for imbalanced datasets: Avoiding overoptimistic and overfitting approaches [Research Frontier]",2018,"IEEE Computational Intelligence Magazine","13","4", 8492368,"59","76",,55,"10.1109/MCI.2018.2866730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055271044&doi=10.1109%2fMCI.2018.2866730&partnerID=40&md5=670f7822dcfc82a8160b8451f71cb8e3",Article,"Final","",Scopus,2-s2.0-85055271044
"Alexandridis, K., Takemura, S., Webb, A., Lausche, B., Culter, J., Sato, T.","16240874700;56012429900;57203684496;52863970700;6602816689;55847580900;","Semantic knowledge network inference across a range of stakeholders and communities of practice",2018,"Environmental Modelling and Software","109",,,"202","222",,3,"10.1016/j.envsoft.2018.08.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052628337&doi=10.1016%2fj.envsoft.2018.08.026&partnerID=40&md5=b29d12a3c63aa3275a0b509ad856932b",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85052628337
"Zhou, L., Qiu, T., Lv, F., Liu, L., Ying, J., Wang, S.","57195036542;54895763600;36572205100;23012845100;12645439800;8577934700;","Self-Assembled Nanomedicines for Anticancer and Antibacterial Applications",2018,"Advanced Healthcare Materials","7","20", 1800670,"","",,31,"10.1002/adhm.201800670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052621800&doi=10.1002%2fadhm.201800670&partnerID=40&md5=875f8f8208c91dd64aaef43792c5f976",Review,"Final","",Scopus,2-s2.0-85052621800
"Kwon, H.J., Shin, K., Soh, M., Chang, H., Kim, J., Lee, J., Ko, G., Kim, B.H., Kim, D., Hyeon, T.","57158280200;57202895079;55428822800;56074966200;57202943389;57202925687;57195056535;26429513500;55806049300;7005950846;","Large-Scale Synthesis and Medical Applications of Uniform-Sized Metal Oxide Nanoparticles",2018,"Advanced Materials","30","42", 1704290,"","",,31,"10.1002/adma.201704290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044313686&doi=10.1002%2fadma.201704290&partnerID=40&md5=40cc7afbb0b547444e6e60cea4bc9857",Review,"Final","",Scopus,2-s2.0-85044313686
"Lerman, M.J., Lembong, J., Muramoto, S., Gillen, G., Fisher, J.P.","57188999058;55222040900;35794736600;7005794346;56309317400;","The Evolution of Polystyrene as a Cell Culture Material",2018,"Tissue Engineering - Part B: Reviews","24","5",,"359","372",,53,"10.1089/ten.teb.2018.0056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054780543&doi=10.1089%2ften.teb.2018.0056&partnerID=40&md5=d5747f29aef958e840b24f2b6e3bd943",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85054780543
"Zhang, Y.-D., Muhammad, K., Tang, C.","35786830100;56651946700;57197855978;","Twelve-layer deep convolutional neural network with stochastic pooling for tea category classification on GPU platform",2018,"Multimedia Tools and Applications","77","17",,"22821","22839",,62,"10.1007/s11042-018-5765-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042533640&doi=10.1007%2fs11042-018-5765-3&partnerID=40&md5=f719a5d8a75596998ee04a6a9a46e072",Article,"Final","",Scopus,2-s2.0-85042533640
"Kaushal, M., Khehra, B.S., Sharma, A.","55984376500;55758508600;55940987100;","Soft Computing based object detection and tracking approaches: State-of-the-Art survey",2018,"Applied Soft Computing Journal","70",,,"423","464",,21,"10.1016/j.asoc.2018.05.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048538662&doi=10.1016%2fj.asoc.2018.05.023&partnerID=40&md5=b2d27a78d3c5708ed34f5fa810f8905f",Review,"Final","",Scopus,2-s2.0-85048538662
"Serra, A., Galdi, P., Tagliaferri, R.","56670333700;57193870498;7004695643;","Machine learning for bioinformatics and neuroimaging",2018,"Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery","8","5", e1248,"","",,17,"10.1002/widm.1248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042368561&doi=10.1002%2fwidm.1248&partnerID=40&md5=0106dec06cfbadffc5a80a3a3efafab6",Review,"Final","",Scopus,2-s2.0-85042368561
"Shishvan, O.R., Zois, D.-S., Soyata, T.","57203458991;55214249500;6505867034;","Machine Intelligence in Healthcare and Medical Cyber Physical Systems: A Survey",2018,"IEEE Access","6",, 8440026,"46419","46494",,18,"10.1109/ACCESS.2018.2866049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051811308&doi=10.1109%2fACCESS.2018.2866049&partnerID=40&md5=fdafbf1877d0d2e156ac13992dbde09c",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85051811308
"Ghosal, K., Sarkar, K.","56223990200;35771416500;","Biomedical Applications of Graphene Nanomaterials and beyond",2018,"ACS Biomaterials Science and Engineering","4","8",,"2653","2703",,66,"10.1021/acsbiomaterials.8b00376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049326377&doi=10.1021%2facsbiomaterials.8b00376&partnerID=40&md5=978a4c08dc5d4348271bed4cada17fe4",Review,"Final","",Scopus,2-s2.0-85049326377
"Lee, H., Mansouri, M., Tajmir, S., Lev, M.H., Do, S.","57193528962;56637940100;57000496000;35272819100;24173146300;","A Deep-Learning System for Fully-Automated Peripherally Inserted Central Catheter (PICC) Tip Detection",2018,"Journal of Digital Imaging","31","4",,"393","402",,14,"10.1007/s10278-017-0025-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030710900&doi=10.1007%2fs10278-017-0025-z&partnerID=40&md5=7a2dc1dc54402cb466da72c101479330",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85030710900
"Yuvaraj, R., Rajendra Acharya, U., Hagiwara, Y.","55662293100;7004510847;57057106000;","A novel Parkinson’s Disease Diagnosis Index using higher-order spectra features in EEG signals",2018,"Neural Computing and Applications","30","4",,"1225","1235",,35,"10.1007/s00521-016-2756-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004009876&doi=10.1007%2fs00521-016-2756-z&partnerID=40&md5=5c25f966d1a4aa1b842de888e4578a1c",Article,"Final","",Scopus,2-s2.0-85004009876
"Idri, A., Benhar, H., Fernández-Alemán, J.L., Kadi, I.","6602789810;57201583202;6504105559;56769765800;","A systematic map of medical data preprocessing in knowledge discovery",2018,"Computer Methods and Programs in Biomedicine","162",,,"69","85",,16,"10.1016/j.cmpb.2018.05.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046706780&doi=10.1016%2fj.cmpb.2018.05.007&partnerID=40&md5=30324a8f7b2702347d51c7c56b55b294",Review,"Final","",Scopus,2-s2.0-85046706780
"Cai, J., Luo, J., Wang, S., Yang, S.","57190274881;13205708100;56912536300;55738193700;","Feature selection in machine learning: A new perspective",2018,"Neurocomputing","300",,,"70","79",,307,"10.1016/j.neucom.2017.11.077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043994324&doi=10.1016%2fj.neucom.2017.11.077&partnerID=40&md5=edd109b0c2dcefd65daab6ed82f86eef",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85043994324
"Liu, M., Gao, Y., Yap, P.-T., Shen, D.","36677833300;35298851400;55985442900;7401738392;","Multi-Hypergraph Learning for Incomplete Multimodality Data",2018,"IEEE Journal of Biomedical and Health Informatics","22","4",,"1197","1208",,16,"10.1109/JBHI.2017.2732287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028942363&doi=10.1109%2fJBHI.2017.2732287&partnerID=40&md5=ae028ed3a935e0086fb448445503cbf8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85028942363
"Kellmeyer, P., Grosse-Wentrup, M., Schulze-Bonhage, A., Ziemann, U., Ball, T.","26030487600;11939406800;7005825030;56030522100;8442532500;","Electrophysiological correlates of neurodegeneration in motor and non-motor brain regions in amyotrophic lateral sclerosis - Implications for brain-computer interfacing",2018,"Journal of Neural Engineering","15","4", 041003,"","",,6,"10.1088/1741-2552/aabfa5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049800682&doi=10.1088%2f1741-2552%2faabfa5&partnerID=40&md5=e28f840db55ccb652024a53078655dc7",Review,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85049800682
"Mahmud, M., Kaiser, M.S., Hussain, A., Vassanelli, S.","35173453700;56446362000;19734290900;6602922285;","Applications of Deep Learning and Reinforcement Learning to Biological Data",2018,"IEEE Transactions on Neural Networks and Learning Systems","29","6",,"2063","2079",,213,"10.1109/TNNLS.2018.2790388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041424010&doi=10.1109%2fTNNLS.2018.2790388&partnerID=40&md5=7eaf8e273afd77b7f7d3f54e3c30471f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85041424010
"Zhang, Y., Yang, S., Liu, Y., Zhang, Y., Han, B., Zhou, F.","57201804585;57193705302;57203674541;57201322729;57201793107;55634210800;","Integration of 24 feature types to accurately detect and predict seizures using scalp EEG signals",2018,"Sensors (Switzerland)","18","5", 1372,"","",,21,"10.3390/s18051372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046115702&doi=10.3390%2fs18051372&partnerID=40&md5=8103625208ba9b3f53ca916a282bf5fe",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85046115702
"Bernard, L., Bonnet, M., Delavaud, C., Delosière, M., Ferlay, A., Fougère, H., Graulet, B.","7102771481;57191950474;6602676720;56465955900;6701819860;57201434941;6603427452;","Milk Fat Globule in Ruminant: Major and Minor Compounds, Nutritional Regulation and Differences Among Species",2018,"European Journal of Lipid Science and Technology","120","5", 1700039,"","",,24,"10.1002/ejlt.201700039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044720053&doi=10.1002%2fejlt.201700039&partnerID=40&md5=623130aa368fa11103ebf2b50adaa6a8",Review,"Final","",Scopus,2-s2.0-85044720053
"Jha, D., Kwon, G.-R.","57220468506;7006817593;","Development of an efficient cascade pathological-brain detection system using a median filter and quadratic discriminant analysis",2018,"IEIE Transactions on Smart Processing and Computing","7","2",,"140","147",,1,"10.5573/IEIESPC.2018.7.2.140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049158983&doi=10.5573%2fIEIESPC.2018.7.2.140&partnerID=40&md5=9d1313d50b10ad8d0448b1d3c03076c0",Article,"Final","",Scopus,2-s2.0-85049158983
"Wen, D., Wei, Z., Zhou, Y., Li, G., Zhang, X., Han, W.","26322164100;57202713825;55718596200;57201473835;57202709232;57202711447;","Deep learning methods to process fmri data and their application in the diagnosis of cognitive impairment: A brief overview and our opinion",2018,"Frontiers in Neuroinformatics","12",, 23,"","",,27,"10.3389/fninf.2018.00023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049066468&doi=10.3389%2ffninf.2018.00023&partnerID=40&md5=7025a0d76da7576306639af03e4dfc60",Note,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85049066468
"Kanmani, P., Marikkannu, P.","57200879047;37079237000;","MRI Brain Images Classification: A Multi-Level Threshold Based Region Optimization Technique",2018,"Journal of Medical Systems","42","4", 62,"","",,16,"10.1007/s10916-018-0915-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042562222&doi=10.1007%2fs10916-018-0915-8&partnerID=40&md5=0ba8d62e2d47da7ae3f7c9992d7e44cf",Article,"Final","",Scopus,2-s2.0-85042562222
"Sathyanarayana, S., Satzoda, R.K., Sathyanarayana, S., Thambipillai, S.","36349010000;6503861430;17346547900;56891508300;","Vision-based patient monitoring: a comprehensive review of algorithms and technologies",2018,"Journal of Ambient Intelligence and Humanized Computing","9","2",,"225","251",,37,"10.1007/s12652-015-0328-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044944852&doi=10.1007%2fs12652-015-0328-1&partnerID=40&md5=0c48fbd0acea4d9db0f206172fb4d536",Article,"Final","",Scopus,2-s2.0-85044944852
"Wang, R.W.Y., Huarng, S.-P., Chuang, S.-W.","24081756400;57194586728;23388706600;","Right Fronto-Temporal EEG can Differentiate the Affective Responses to Award-Winning Advertisements",2018,"International Journal of Neural Systems","28","3", 1750030,"","",,4,"10.1142/S0129065717500307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021053598&doi=10.1142%2fS0129065717500307&partnerID=40&md5=161f05f3986d20e9531f676738537e30",Article,"Final","",Scopus,2-s2.0-85021053598
"Ahadian, S., Civitarese, R., Bannerman, D., Mohammadi, M.H., Lu, R., Wang, E., Davenport-Huyer, L., Lai, B., Zhang, B., Zhao, Y., Mandla, S., Korolj, A., Radisic, M.","16302940000;55754072100;56654038400;57143665600;57194059022;57194050313;57192214710;57208873715;24177648500;56080265200;57192999341;56700270900;6602395478;","Organ-On-A-Chip Platforms: A Convergence of Advanced Materials, Cells, and Microscale Technologies",2018,"Advanced Healthcare Materials","7","2", 1700506,"","",,95,"10.1002/adhm.201700506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031413199&doi=10.1002%2fadhm.201700506&partnerID=40&md5=bf640139fc6614a51dec4cef19446418",Review,"Final","",Scopus,2-s2.0-85031413199
"Qureshi, S., Hagelbäck, J., Iqbal, S.M.Z., Javaid, H., Lindley, C.A.","57198019637;12754058200;36659155500;57204781346;7006786958;","Evaluation of classifiers for emotion detection while performing physical and visual tasks: Tower of Hanoi and IAPS",2018,"Advances in Intelligent Systems and Computing","868",,,"347","363",,,"10.1007/978-3-030-01054-6_25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057084220&doi=10.1007%2f978-3-030-01054-6_25&partnerID=40&md5=37b9427d50e58dd29e6112a3dc0fe206",Conference Paper,"Final","",Scopus,2-s2.0-85057084220
"Berahim, M., Samsudin, N.A., Nathan, S.S.","57200524289;57191774416;57188876727;","A Review: Supervised technique for automated disease diagnostic using medical image",2018,"Journal of Engineering and Applied Sciences","13","Specialissue3",,"3152","3158",,,"10.3923/jeasci.2018.3152.3158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049919225&doi=10.3923%2fjeasci.2018.3152.3158&partnerID=40&md5=ebbc1e94227d467a5b0941bb70a6ba67",Article,"Final","",Scopus,2-s2.0-85049919225
"Berahim, M., Samsudin, N.A., Nathan, S.S.","57200524289;57191774416;57188876727;","A review: Image analysis techniques to improve labeling accuracy of medical image classification",2018,"Advances in Intelligent Systems and Computing","700",,,"298","307",,3,"10.1007/978-3-319-72550-5_29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041518445&doi=10.1007%2f978-3-319-72550-5_29&partnerID=40&md5=c444e47a661974d032a6ede59eb9eb69",Conference Paper,"Final","",Scopus,2-s2.0-85041518445
"Cai, H., Han, J., Chen, Y., Sha, X., Wang, Z., Hu, B., Yang, J., Feng, L., Ding, Z., Chen, Y., Gutknecht, J.","56515926100;57200857645;57196471537;56938092200;57196468606;57211511793;57192456153;56937528700;57195349942;35408792800;15056033200;","A Pervasive Approach to EEG-Based Depression Detection",2018,"Complexity","2018",, 5238028,"","",,45,"10.1155/2018/5238028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042526659&doi=10.1155%2f2018%2f5238028&partnerID=40&md5=f44ecdcbe0893328c3c8980db5697832",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85042526659
