Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Pairing-based Ensemble Classifier Learning using Convolutional Brain Multiplexes and Multi-view Brain Networks for Early Dementia Diagnosis","Connectomics in NeuroImaging","","","","10.1007/978-3-319-67159-8_6","Anna LisowskaIslem Rekik","2017","http://link.springer.com/chapter/10.1007/978-3-319-67159-8_6","Chapter"
"Applications of Cognitive Load Measurement","Robust Multimodal Cognitive Load Measurement","","","","10.1007/978-3-319-31700-7_16","Fang ChenJianlong ZhouYang WangKun YuSyed Z. ArshadAhmad KhawajiDan Conway","2016","http://link.springer.com/chapter/10.1007/978-3-319-31700-7_16","Chapter"
"Sparse-Based Morphometry: Principle and Application to Alzheimer’s Disease","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-319-47118-1_6","Pierrick CoupéCharles-Alban DeledalleCharles DossalMichèle Allard","2016","http://link.springer.com/chapter/10.1007/978-3-319-47118-1_6","Chapter"
"Applications of Outlier Analysis","Outlier Analysis","","","","10.1007/978-3-319-47578-3_13","Charu C. Aggarwal","2017","http://link.springer.com/chapter/10.1007/978-3-319-47578-3_13","Chapter"
"Guest editorial: Content-Based Multimedia Indexing","Multimedia Tools and Applications","","74","4","10.1007/s11042-015-2474-z","Klaus SchoeffmannJenny Benois-PineauBernard MerialdoTamás Szirányi","2015","http://link.springer.com/article/10.1007/s11042-015-2474-z","Article"
"Automatic Design of Neuromarkers for OCD Characterization","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-662-44848-9_29","Oscar García HindeEmilio Parrado-HernándezVanessa Gómez-VerdejoManel Martínez-RamónCarles Soriano-Mas","2014","http://link.springer.com/chapter/10.1007/978-3-662-44848-9_29","Chapter"
"Longitudinal Genotype-Phenotype Association Study via Temporal Structure Auto-learning Predictive Model","Research in Computational Molecular Biology","","","","10.1007/978-3-319-56970-3_18","Xiaoqian WangJingwen YanXiaohui YaoSungeun KimKwangsik NhoShannon L. RisacherAndrew J. SaykinLi ShenHeng Huang","2017","http://link.springer.com/chapter/10.1007/978-3-319-56970-3_18","Chapter"
"Mining of Sensor Data in Healthcare: A Survey","Managing and Mining Sensor Data","","","","10.1007/978-1-4614-6309-2_14","Daby SowDeepak S. TuragaMichael Schmidt","2013","http://link.springer.com/chapter/10.1007/978-1-4614-6309-2_14","Chapter"
"A Novel Dynamic Hyper-graph Inference Framework for Computer Assisted Diagnosis of Neuro-Diseases","Information Processing in Medical Imaging","","","","10.1007/978-3-319-59050-9_13","Yingying ZhuXiaofeng ZhuMinjeong KimDaniel KauferGuorong Wu","2017","http://link.springer.com/chapter/10.1007/978-3-319-59050-9_13","Chapter"
"An efficient FMRI classification technique in cloud using multiple parallel feature selection algorithm","Cluster Computing","","","","10.1007/s10586-017-1509-9","M. Pachhaiammal@PriyaS. P. Rajagopalan","2018","http://link.springer.com/article/10.1007/s10586-017-1509-9","Article"
"High-Performance Monte Carlo Simulations for Photon Migration and Applications in Optical Brain Functional Imaging","Handbook of Large-Scale Distributed Computing in Smart Healthcare","","","","10.1007/978-3-319-58280-1_4","Fanny Nina-ParavecinoLeiming YuQianqian FangDavid Kaeli","2017","http://link.springer.com/chapter/10.1007/978-3-319-58280-1_4","Chapter"
"Design and Evaluation of an ICT Platform for Cognitive Stimulation of Alzheimer’s Disease Patients","Smart Objects and Technologies for Social Good","","","","10.1007/978-3-319-61949-1_12","Andrea CaroppoAlessandro LeonePietro SicilianoDaniele SancarloGrazia D’OnofrioAntonio GrecoGianfranco BorrelliPaolo CasacciMassimo Pistoia","2017","http://link.springer.com/chapter/10.1007/978-3-319-61949-1_12","Chapter"
"3-D MRI Brain Scan Feature Classification Using an Oct-Tree Representation","Advanced Data Mining and Applications","","","","10.1007/978-3-642-53914-5_20","Akadej UdomchaipornFrans CoenenMarta García-FiñanaVanessa Sluming","2013","http://link.springer.com/chapter/10.1007/978-3-642-53914-5_20","Chapter"
"Gradient Boosted Trees for Corrective Learning","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-67389-9_24","Baris U. OguzRussell T. ShinoharaPaul A. YushkevichIpek Oguz","2017","http://link.springer.com/chapter/10.1007/978-3-319-67389-9_24","Chapter"
"Learning Continuous-Time Hidden Markov Models for Event Data","Mobile Health","","","","10.1007/978-3-319-51394-2_19","Yu-Ying LiuAlexander MorenoShuang LiFuxin LiLe SongJames M. Rehg","2017","http://link.springer.com/chapter/10.1007/978-3-319-51394-2_19","Chapter"
"Automated classification of brain images using wavelet-energy and biogeography-based optimization","Multimedia Tools and Applications","","75","23","10.1007/s11042-015-2649-7","Gelan YangYudong ZhangJiquan YangGenlin JiZhengchao DongShuihua WangChunmei FengQiong Wang","2016","http://link.springer.com/article/10.1007/s11042-015-2649-7","Article"
"An Hippocampal Segmentation Tool Within an Open Cloud Infrastructure","New Trends in Image Analysis and Processing -- ICIAP 2015 Workshops","","","","10.1007/978-3-319-23222-5_24","Nicola AmorosoSabina TangaroRosangela ErricoElena GaruccioAnna MondaFrancesco SensiAndrea TateoRoberto Bellotti[Authorinst]for the Alzheimer’s Disease Neuroimaging Initiative","2015","http://link.springer.com/chapter/10.1007/978-3-319-23222-5_24","Chapter"
"Multi-scale Heat Kernel Based Volumetric Morphology Signature","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2015","","","","10.1007/978-3-319-24574-4_90","Gang WangYalin Wang","2015","http://link.springer.com/chapter/10.1007/978-3-319-24574-4_90","Chapter"
"Computational Biomarker Discovery","Approaches in Integrative Bioinformatics","","","","10.1007/978-3-642-41281-3_13","Fan ZhangXiaogang WuJake Y. Chen","2014","http://link.springer.com/chapter/10.1007/978-3-642-41281-3_13","Chapter"
"Brain response pattern identification of fMRI data using a particle swarm optimization-based approach","Brain Informatics","","3","3","10.1007/s40708-016-0049-z","Xinpei MaChun-An ChouHiroki SayamaWanpracha Art Chaovalitwongse","2016","http://link.springer.com/article/10.1007/s40708-016-0049-z","Article"
"Pseudo-healthy Image Synthesis for White Matter Lesion Segmentation","Simulation and Synthesis in Medical Imaging","","","","10.1007/978-3-319-46630-9_9","Christopher BowlesChen QinChristian LedigRicardo GuerreroRoger GunnAlexander HammersEleni SakkaDavid Alexander DickieMaria Valdés HernándezNatalie RoyleJoanna WardlawHanneke Rhodius-MeesterBetty TijmsAfina W. LemstraWiesje van der FlierFrederik Barkhof","2016","http://link.springer.com/chapter/10.1007/978-3-319-46630-9_9","Chapter"
"Identifying Associations Between Brain Imaging Phenotypes and Genetic Factors via a Novel Structured SCCA Approach","Information Processing in Medical Imaging","","","","10.1007/978-3-319-59050-9_43","Lei DuTuo ZhangKefei LiuJingwen YanXiaohui YaoShannon L. RisacherAndrew J. SaykinJunwei HanLei GuoLi Shen","2017","http://link.springer.com/chapter/10.1007/978-3-319-59050-9_43","Chapter"
"A Robust Evolutionary Optimisation Approach for Parameterising a Neural Mass Model","Artificial Neural Networks and Machine Learning – ICANN 2016","","","","10.1007/978-3-319-44781-0_27","Elham ZareianJun ChenBasabdatta Sen Bhattacharya","2016","http://link.springer.com/chapter/10.1007/978-3-319-44781-0_27","Chapter"
"Thickness NETwork (ThickNet) Features for the Detection of Prodromal AD","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-02267-3_15","Pradeep Reddy RaamanaLei WangMirza Faisal Beg","2013","http://link.springer.com/chapter/10.1007/978-3-319-02267-3_15","Chapter"
"Accurate and Consistent Hippocampus Segmentation Through Convolutional LSTM and View Ensemble","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-67389-9_11","Yani ChenBibo ShiZhewei WangTao SunCharles D. SmithJundong Liu","2017","http://link.springer.com/chapter/10.1007/978-3-319-67389-9_11","Chapter"
"Improving MRI Brain Image Classification with Anatomical Regional Kernels","Machine Learning Meets Medical Imaging","","","","10.1007/978-3-319-27929-9_5","Jonathan YoungAlex MendelsonM. Jorge CardosoMarc ModatJohn AshburnerSebastien Ourselin","2015","http://link.springer.com/chapter/10.1007/978-3-319-27929-9_5","Chapter"
"The New Graph Kernels on Connectivity Networks for Identification of MCI","Machine Learning and Interpretation in Neuroimaging","","","","10.1007/978-3-319-45174-9_2","Biao JieXi JiangChen ZuDaoqiang Zhang","2016","http://link.springer.com/chapter/10.1007/978-3-319-45174-9_2","Chapter"
"Reducing Variability in Anatomical Definitions Over Time Using Longitudinal Diffeomorphic Mapping","Spectral and Shape Analysis in Medical Imaging","","","","10.1007/978-3-319-51237-2_5","Daniel J. TwardChelsea S. SicatTimothy BrownArnold BakkerMichael I. Miller","2016","http://link.springer.com/chapter/10.1007/978-3-319-51237-2_5","Chapter"
"Accounting for the Confound of Meninges in Segmenting Entorhinal and Perirhinal Cortices in T1-Weighted MRI","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2016","","","","10.1007/978-3-319-46723-8_65","Long XieLaura E. M. WisseSandhitsu R. DasHongzhi WangDavid A. WolkJose V. ManjónPaul A. Yushkevich","2016","http://link.springer.com/chapter/10.1007/978-3-319-46723-8_65","Chapter"
"Literature-related discovery: common factors for Parkinson’s Disease and Crohn’s Disease","Scientometrics","","100","3","10.1007/s11192-014-1298-3","Ronald N. Kostoff","2014","http://link.springer.com/article/10.1007/s11192-014-1298-3","Article"
"Prediction of the Progression of Subcortical Brain Structures in Alzheimer’s Disease from Baseline","Graphs in Biomedical Image Analysis, Computational Anatomy and Imaging Genetics","","","","10.1007/978-3-319-67675-3_10","Alexandre BôneMaxime LouisAlexandre RoutierJorge SamperMichael BacciBenjamin CharlierOlivier ColliotStanley Durrleman","2017","http://link.springer.com/chapter/10.1007/978-3-319-67675-3_10","Chapter"
"Discrimination of Resting-State fMRI for Schizophrenia Patients with Lattice Computing Based Features","Hybrid Artificial Intelligent Systems","","","","10.1007/978-3-642-40846-5_48","Darya ChyzhykManuel Graña","2013","http://link.springer.com/chapter/10.1007/978-3-642-40846-5_48","Chapter"
"Capturing Human Digital Memories for Assisting Memory Recall","Advances in Physiological Computing","","","","10.1007/978-1-4471-6392-3_10","Chelsea DobbinsMadjid MerabtiPaul FergusDavid Llewellyn-Jones","2014","http://link.springer.com/chapter/10.1007/978-1-4471-6392-3_10","Chapter"
"Enhanced image similarity analysis system in digital pathology","Multimedia Tools and Applications","","76","23","10.1007/s11042-017-4773-z","Jae-Gu LeeKyung-Chan ChoiSeung-Ho YeonJeong Won KimYoung-Woong Ko","2017","http://link.springer.com/article/10.1007/s11042-017-4773-z","Article"
"Scandent Tree: A Random Forest Learning Method for Incomplete Multimodal Datasets","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24553-9_85","Soheil HorMehdi Moradi","2015","http://link.springer.com/chapter/10.1007/978-3-319-24553-9_85","Chapter"
"Companion-Technology: An Overview","KI - Künstliche Intelligenz","","30","1","10.1007/s13218-015-0419-3","Susanne BiundoDaniel HöllerBernd SchattenbergPascal Bercher","2016","http://link.springer.com/article/10.1007/s13218-015-0419-3","Article"
"Smart pathological brain detection by synthetic minority oversampling technique, extreme learning machine, and Jaya algorithm","Multimedia Tools and Applications","","","","10.1007/s11042-017-5023-0","Yu-Dong ZhangGuihu ZhaoJunding SunXiaosheng WuZhi-Heng WangHong-Min LiuVishnu Varthanan GovindarajTianmin ZhanJianwu Li","2017","http://link.springer.com/article/10.1007/s11042-017-5023-0","Article"
"Learning Tensor-Based Features for Whole-Brain fMRI Classification","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24553-9_75","Xiaonan SongLingnan MengQiquan ShiHaiping Lu","2015","http://link.springer.com/chapter/10.1007/978-3-319-24553-9_75","Chapter"
"Multiresolution Framework Based Global Optimization Technique for Multimodal Image Registration","Intelligent Interactive Technologies and Multimedia","","","","10.1007/978-3-642-37463-0_31","Arpita DasMahua Bhattacharya","2013","http://link.springer.com/chapter/10.1007/978-3-642-37463-0_31","Chapter"
"Non-local MRI Library-Based Super-Resolution: Application to Hippocampus Subfield Segmentation","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-319-47118-1_9","Jose E. RomeroPierrick CoupéJose V. Manjón","2016","http://link.springer.com/chapter/10.1007/978-3-319-47118-1_9","Chapter"
"Editorial","International Journal of Information Technology","","10","1","10.1007/s41870-017-0070-3","M. N. Hoda","2018","http://link.springer.com/article/10.1007/s41870-017-0070-3","Article"
"Autism Spectrum Disorder Diagnosis Using Sparse Graph Embedding of Morphological Brain Networks","Graphs in Biomedical Image Analysis, Computational Anatomy and Imaging Genetics","","","","10.1007/978-3-319-67675-3_2","Carrie MorrisIslem Rekik","2017","http://link.springer.com/chapter/10.1007/978-3-319-67675-3_2","Chapter"
"Computational Neuro-Modeling of Visual Memory: Multimodal Imaging and Analysis","Brain Informatics and Health","","","","10.1007/978-3-319-09891-3_3","Mohammed ElanbariNawel NemmourOthmane BouhaliReda RawiAli SheharyarHalima Bensmail","2014","http://link.springer.com/chapter/10.1007/978-3-319-09891-3_3","Chapter"
"Transcriptome-Guided Imaging Genetic Analysis via a Novel Sparse CCA Algorithm","Graphs in Biomedical Image Analysis, Computational Anatomy and Imaging Genetics","","","","10.1007/978-3-319-67675-3_20","Kefei LiuXiaohui YaoJingwen YanDanai ChasiotiShannon RisacherKwangsik NhoAndrew SaykinLi Shen","2017","http://link.springer.com/chapter/10.1007/978-3-319-67675-3_20","Chapter"
"Improving Accuracy of Automatic Hippocampus Segmentation in Routine MRI by Features Learned from Ultra-High Field MRI","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-319-28194-0_5","Shuyu LiFeng ShiGuangkai MaMinjeong KimDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-28194-0_5","Chapter"
"Towards an Integrated Semantic Framework for Neurological Multidimensional Data Analysis","Artificial Computation in Biology and Medicine","","","","10.1007/978-3-319-18914-7_18","Santiago Timón ReinaM. Rincón ZamoranoAtle Bjørnerud","2015","http://link.springer.com/chapter/10.1007/978-3-319-18914-7_18","Chapter"
"3-D MRI Brain Scan Classification Using A Point Series Based Representation","Data Warehousing and Knowledge Discovery","","","","10.1007/978-3-319-10160-6_27","Akadej UdomchaipornFrans CoenenMarta García-FiñanaVanessa Sluming","2014","http://link.springer.com/chapter/10.1007/978-3-319-10160-6_27","Chapter"
"A Volumetric Conformal Mapping Approach for Clustering White Matter Fibers in the Brain","Spectral and Shape Analysis in Medical Imaging","","","","10.1007/978-3-319-51237-2_1","Vikash GuptaGautam PrasadPaul Thompson","2016","http://link.springer.com/chapter/10.1007/978-3-319-51237-2_1","Chapter"
"GN-SCCA: GraphNet Based Sparse Canonical Correlation Analysis for Brain Imaging Genetics","Brain Informatics and Health","","","","10.1007/978-3-319-23344-4_27","Lei DuJingwen YanSungeun KimShannon L. RisacherHeng HuangMark InlowJason H. MooreAndrew J. SaykinLi Shen[Authorinst]for the Alzheimer’s Disease Neuroimaging Initiative","2015","http://link.springer.com/chapter/10.1007/978-3-319-23344-4_27","Chapter"
"Identification of Infants at Risk for Autism Using Multi-parameter Hierarchical White Matter Connectomes","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_21","Yan JinChong-Yaw WeeFeng ShiKim-Han ThungPew-Thian YapDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_21","Chapter"
"Robust Fréchet Mean and PGA on Riemannian Manifolds with Applications to Neuroimaging","Information Processing in Medical Imaging","","","","10.1007/978-3-319-59050-9_1","Monami BanerjeeBing JianBaba C. Vemuri","2017","http://link.springer.com/chapter/10.1007/978-3-319-59050-9_1","Chapter"
"Nonlinear Regression on Riemannian Manifolds and Its Applications to Neuro-Image Analysis","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24553-9_88","Monami BanerjeeRudrasis ChakrabortyEdward OforiDavid VaillancourtBaba C. Vemuri","2015","http://link.springer.com/chapter/10.1007/978-3-319-24553-9_88","Chapter"
"A Vertex Clustering Model for Disease Progression: Application to Cortical Thickness Images","Information Processing in Medical Imaging","","","","10.1007/978-3-319-59050-9_11","Răzvan Valentin MarinescuArman EshaghiMarco LorenziAlexandra L. YoungNeil P. OxtobySara GarbarinoTimothy J. ShakespeareSebastian J. CrutchDaniel C. Alexander","2017","http://link.springer.com/chapter/10.1007/978-3-319-59050-9_11","Chapter"
"Enriched dermoscopic-structure-based cad system for melanoma diagnosis","Multimedia Tools and Applications","","","","10.1007/s11042-017-4879-3","Javier López-LabracaMiguel Ángel Fernández-TorresIván González-DíazFernando Díaz-de-MaríaÁngel Pizarro","2017","http://link.springer.com/article/10.1007/s11042-017-4879-3","Article"
"Science map metaphors: a comparison of network versus hexmap-based visualizations","Scientometrics","","114","2","10.1007/s11192-017-2596-3","Katy BörnerAdam H. SimpsonAndreas BueckleRobert L. Goldstone","2018","http://link.springer.com/article/10.1007/s11192-017-2596-3","Article"
"Lost Puppy: Towards a Playful Intervention for Wandering Dementia Patients","Advances in Computer Entertainment Technology","","","","10.1007/978-3-319-76270-8_7","Yacintha AaksterRobby van DeldenStefan Lentelink","2018","http://link.springer.com/chapter/10.1007/978-3-319-76270-8_7","Chapter"
"A Hybrid of Deep Network and Hidden Markov Model for MCI Identification with Resting-State fMRI","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24553-9_70","Heung-Il SukSeong-Whan LeeDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24553-9_70","Chapter"
"Publication trends and knowledge maps of global translational medicine research","Scientometrics","","98","1","10.1007/s11192-013-1003-y","Fei-Cheng MaPeng-Hui LyuQiang YaoLan YaoShi-Jing Zhang","2014","http://link.springer.com/article/10.1007/s11192-013-1003-y","Article"
"Statistical Learning of Spatiotemporal Patterns from Longitudinal Manifold-Valued Networks","Medical Image Computing and Computer Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66182-7_52","I. KovalJ.-B. SchirattiA. RoutierM. BacciO. ColliotS. AllassonnièreS. Durrleman","2017","http://link.springer.com/chapter/10.1007/978-3-319-66182-7_52","Chapter"
"Exhaustive Search of the SNP-SNP Interactome Identifies Epistatic Effects on Brain Volume in Two Cohorts","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2013","","","","10.1007/978-3-642-40760-4_75","Derrek P. HibarJason L. SteinNeda JahanshadOmid KohannimArthur W. TogaKatie L. McMahonGreig I. de ZubicarayGrant W. MontgomeryNicholas G. MartinMargaret J. WrightMichael W. WeinerPaul M. Thompson","2013","http://link.springer.com/chapter/10.1007/978-3-642-40760-4_75","Chapter"
"The Health Machine: Combining Information Design/Visualization with Persuasion Design to Change People’s Nutrition and Exercise Behavior","Mobile Persuasion Design","","","","10.1007/978-1-4471-4324-6_3","Aaron Marcus","2015","http://link.springer.com/chapter/10.1007/978-1-4471-4324-6_3","Chapter"
"Texture Feature Selection Using GA for Classification of Human Brain MRI Scans","Advances in Swarm Intelligence","","","","10.1007/978-3-319-41009-8_25","M. Nouman TajikAtiq ur RehmanWaleed KhanBaber Khan","2016","http://link.springer.com/chapter/10.1007/978-3-319-41009-8_25","Chapter"
"Phenotypic Integrated Framework for Classification of ADHD Using fMRI","Image Analysis and Recognition","","","","10.1007/978-3-319-41501-7_25","Atif RiazEduardo AlonsoGreg Slabaugh","2016","http://link.springer.com/chapter/10.1007/978-3-319-41501-7_25","Chapter"
"Efficient Groupwise Registration for Brain MRI by Fast Initialization","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-67389-9_18","Pei DongXiaohuan CaoJun ZhangMinjeong KimGuorong WuDinggang Shen","2017","http://link.springer.com/chapter/10.1007/978-3-319-67389-9_18","Chapter"
"Insula Functional Parcellation from FMRI Data via Improved Artificial Bee-Colony Clustering","Brain Informatics","","","","10.1007/978-3-319-70772-3_7","Xuewu ZhaoJunzhong JiYao Yao","2017","http://link.springer.com/chapter/10.1007/978-3-319-70772-3_7","Chapter"
"Node-Based Gaussian Graphical Model for Identifying Discriminative Brain Regions from Connectivity Graphs","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_6","Bernard NgAnna-Clare MilazzoAndre Altmann","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_6","Chapter"
"Lattice Based Dendritic Computing: A Biomimetic Approach to ANNs","Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications","","","","10.1007/978-3-319-12568-8_89","Gerhard X. RitterGonzalo Urcid","2014","http://link.springer.com/chapter/10.1007/978-3-319-12568-8_89","Chapter"
"Functional Connectivity Network Fusion with Dynamic Thresholding for MCI Diagnosis","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-47157-0_30","Xi YangYan JinXiaobo ChenHan ZhangGang LiDinggang Shen","2016","http://link.springer.com/chapter/10.1007/978-3-319-47157-0_30","Chapter"
"A Universal and Efficient Method to Compute Maps from Image-Based Prediction Models","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2014","","","","10.1007/978-3-319-10443-0_45","Mert R. Sabuncu","2014","http://link.springer.com/chapter/10.1007/978-3-319-10443-0_45","Chapter"
"Feature Selection Based on Iterative Canonical Correlation Analysis for Automatic Diagnosis of Parkinson’s Disease","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2016","","","","10.1007/978-3-319-46723-8_1","Luyan LiuQian WangEhsan AdeliLichi ZhangHan ZhangDinggang Shen","2016","http://link.springer.com/chapter/10.1007/978-3-319-46723-8_1","Chapter"
"A New Statistical Image Analysis Approach and Its Application to Hippocampal Morphometry","Medical Imaging and Augmented Reality","","","","10.1007/978-3-319-43775-0_27","Mark InlowShan CongShannon L. RisacherJohn WestMaher RizkallaPaul SalamaAndrew J. SaykinLi Shen","2016","http://link.springer.com/chapter/10.1007/978-3-319-43775-0_27","Chapter"
"Towards Integrating Emotion into Intelligent Context","Web Information Systems Engineering – WISE 2011 and 2012 Workshops","","","","10.1007/978-3-642-38333-5_5","Philip MooreCain EvansHai V. Pham","2013","http://link.springer.com/chapter/10.1007/978-3-642-38333-5_5","Chapter"
"Time-aware link prediction to explore network effects on temporal knowledge evolution","Scientometrics","","108","2","10.1007/s11192-016-2003-5","Nazim ChoudhuryShahadat Uddin","2016","http://link.springer.com/article/10.1007/s11192-016-2003-5","Article"
"Applications of Outlier Analysis","Outlier Analysis","","","","10.1007/978-1-4614-6396-2_12","Charu C. Aggarwal","2013","http://link.springer.com/chapter/10.1007/978-1-4614-6396-2_12","Chapter"
"3-D Volume of Interest Based Image Classification","PRICAI 2016: Trends in Artificial Intelligence","","","","10.1007/978-3-319-42911-3_45","Akadej UdomchaipornFrans CoenenMarta García-FiñanaVanessa Sluming","2016","http://link.springer.com/chapter/10.1007/978-3-319-42911-3_45","Chapter"
"BrainPrint : Identifying Subjects by Their Brain","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2014","","","","10.1007/978-3-319-10443-0_6","Christian WachingerPolina GollandMartin Reuter","2014","http://link.springer.com/chapter/10.1007/978-3-319-10443-0_6","Chapter"
"Spreading activation in emotional memory networks and the cumulative effects of somatic markers","Brain Informatics","","4","2","10.1007/s40708-016-0054-2","Paul S. FosterTyler HubbardRansom W. CampbellJonathan PooleMichael PridmoreChris BellDavid W. Harrison","2017","http://link.springer.com/article/10.1007/s40708-016-0054-2","Article"
"Resting-State Brain Activity Complexity in Early-Onset Schizophrenia Characterized by a Multi-scale Entropy Method","Intelligence Science and Big Data Engineering","","","","10.1007/978-3-319-67777-4_52","Xiao WangYan ZhangShaoqiang HanJingping ZhaoHuafu Chen","2017","http://link.springer.com/chapter/10.1007/978-3-319-67777-4_52","Chapter"
"TGIF: Topological Gap In-Fill for Vascular Networks","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2014","","","","10.1007/978-3-319-10470-6_12","Matthias SchneiderSven HirschBruno WeberGábor SzékelyBjoern H. Menze","2014","http://link.springer.com/chapter/10.1007/978-3-319-10470-6_12","Chapter"
"Digital Video Games for Older Adults with Cognitive Impairment","Computers Helping People with Special Needs","","","","10.1007/978-3-319-08596-8_42","Arlene AstellNorman AlmRichard DyeGary GowansPhilip VaughanMaggie Ellis","2014","http://link.springer.com/chapter/10.1007/978-3-319-08596-8_42","Chapter"
"Image based fruit category classification by 13-layer deep convolutional neural network and data augmentation","Multimedia Tools and Applications","","","","10.1007/s11042-017-5243-3","Yu-Dong ZhangZhengchao DongXianqing ChenWenjuan JiaSidan DuKhan MuhammadShui-Hua Wang","2017","http://link.springer.com/article/10.1007/s11042-017-5243-3","Article"
"Literacy: Relationships and Relations","Network Analysis Literacy","","","","10.1007/978-3-7091-0741-6_11","Katharina A. Zweig","2016","http://link.springer.com/chapter/10.1007/978-3-7091-0741-6_11","Chapter"
"Exploring a smart pathological brain detection method on pseudo Zernike moment","Multimedia Tools and Applications","","","","10.1007/s11042-017-4703-0","Yu-Dong ZhangYongyan JiangWeiguo ZhuSiyuan LuGuihu Zhao","2017","http://link.springer.com/article/10.1007/s11042-017-4703-0","Article"
"Overview of the 2013 Workshop on Medical Computer Vision (MCV 2013)","Medical Computer Vision. Large Data in Medical Imaging","","","","10.1007/978-3-319-05530-5_1","Henning MüllerBjoern H. MenzeGeorg LangsAlbert MontilloB. Michael KelmZhuowen TuÓscar Alfonso Jiménez del Toro","2014","http://link.springer.com/chapter/10.1007/978-3-319-05530-5_1","Chapter"
"A Method to Regulate Cofilin Transport Using Optogenetics and Live Video Analysis","Video Bioinformatics","","","","10.1007/978-3-319-23724-4_15","Atena ZahediVincent OnIryna Ethell","2015","http://link.springer.com/chapter/10.1007/978-3-319-23724-4_15","Chapter"
"On constrained spectral clustering and its applications","Data Mining and Knowledge Discovery","","28","1","10.1007/s10618-012-0291-9","Xiang WangBuyue QianIan Davidson","2014","http://link.springer.com/article/10.1007/s10618-012-0291-9","Article"
"Quantitative Analysis of 3D T1‐Weighted Gadolinium (Gd) DCE‐MRI with Different Repetition Times","Medical Imaging and Augmented Reality","","","","10.1007/978-3-319-43775-0_23","Elijah D. RockersMaria B. PascualSahil BajajJoseph C. MasdeuZhong Xue","2016","http://link.springer.com/chapter/10.1007/978-3-319-43775-0_23","Chapter"
"Coupled Dimensionality-Reduction Model for Imaging Genomics","Graphs in Biomedical Image Analysis, Computational Anatomy and Imaging Genetics","","","","10.1007/978-3-319-67675-3_22","Pascal ZilleYu-Ping Wang","2017","http://link.springer.com/chapter/10.1007/978-3-319-67675-3_22","Chapter"
"Exploiting Temporal Information in a Two-Stage Classification Framework for Content-Based Depression Detection","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-642-37453-1_23","Yu-Chun ShenTsung-Ting KuoI-Ning YehTzu-Ting ChenShou-De Lin","2013","http://link.springer.com/chapter/10.1007/978-3-642-37453-1_23","Chapter"
"Fast, Simple, Accurate Multi-atlas Segmentation of the Brain","Biomedical Image Registration","","","","10.1007/978-3-319-08554-8_1","Sean MurphyBrian MohrYasutaka FushimiHitoshi YamagataIan Poole","2014","http://link.springer.com/chapter/10.1007/978-3-319-08554-8_1","Chapter"
"Class Imbalance in the Prediction of Dementia from Neuropsychological Data","Progress in Artificial Intelligence","","","","10.1007/978-3-642-40669-0_13","Cecília NunesDina SilvaManuela GuerreiroAlexandre de MendonçaAlexandra M. CarvalhoSara C. Madeira","2013","http://link.springer.com/chapter/10.1007/978-3-642-40669-0_13","Chapter"
"Smart Technology in the Field of Interior Design","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-642-39351-8_53","Ela Tekkaya Poursani","2013","http://link.springer.com/chapter/10.1007/978-3-642-39351-8_53","Chapter"
"Filtering Irrelevant Information for Rational Decision Making","Artificial Intelligence Techniques for Rational Decision Making","","","","10.1007/978-3-319-11424-8_7","Tshilidzi Marwala","2014","http://link.springer.com/chapter/10.1007/978-3-319-11424-8_7","Chapter"
