Title,Year,DOI,Link
"Neuropsychological syndromes associated with Alzheimer's/Vascular dementia: A latent class analysis",2014,10.3233/JAD-132147,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907154006&doi=10.3233%2fJAD-132147&partnerID=40&md5=b15e63c7c334c01c566cbd27963d6ce8"
"Predicting progression to dementia in elderly subjects with mild cognitive impairment using both cognitive and neuroimaging predictors",2014,10.3233/JAD-130842,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889590863&doi=10.3233%2fJAD-130842&partnerID=40&md5=c828c5410260450ad36bc6f649b47c85"
"An optimal decisional space for the classification of alzheimer's disease and mild cognitive impairment",2014,10.1109/TBME.2014.2310709,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904701349&doi=10.1109%2fTBME.2014.2310709&partnerID=40&md5=803d4543d46048cef8a723d93d59380d"
"Deep learning based imaging data completion for improved brain disease diagnosis",2014,10.1007/978-3-319-10443-0_39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906979740&doi=10.1007%2f978-3-319-10443-0_39&partnerID=40&md5=eec90e2cb10aa4f5747b4c4912c4d8a9"
"Common and unique gray matter correlates of episodic memory dysfunction in frontotemporal dementia and alzheimer's disease",2014,10.1002/hbm.22263,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896399212&doi=10.1002%2fhbm.22263&partnerID=40&md5=c191c3c0280ca1499033826c9a4e9d42"
"Topological graph kernel on multiple thresholded functional connectivity networks for mild cognitive impairment classification",2014,10.1002/hbm.22353,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902169859&doi=10.1002%2fhbm.22353&partnerID=40&md5=c8976df4e244b40bb758e196b9dd3ecc"
"Cortical thickness and hippocampal shape in pure vascular mild cognitive impairment and dementia of subcortical type",2014,10.1111/ene.12376,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897959257&doi=10.1111%2fene.12376&partnerID=40&md5=589affaad2d0072b59f0bd11f5d416f0"
"A review of EEG and MEG for brainnetome research",2014,10.1007/s11571-013-9274-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896387597&doi=10.1007%2fs11571-013-9274-9&partnerID=40&md5=db61eee7041e60d40853ef2f37db896d"
"Lessons of ALS imaging: Pitfalls and future directions - A critical review",2014,10.1016/j.nicl.2014.02.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895822022&doi=10.1016%2fj.nicl.2014.02.011&partnerID=40&md5=d7d121d768d72b629c06a76beb0e3ae6"
"Regional functional connectivity predicts distinct cognitive impairments in Alzheimer's disease spectrum",2014,10.1016/j.nicl.2014.07.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907302906&doi=10.1016%2fj.nicl.2014.07.006&partnerID=40&md5=7071b9abb96a4cfc0da099101233db89"
"Using resting state functional connectivity to unravel networks of tinnitus",2014,10.1016/j.heares.2013.07.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889639935&doi=10.1016%2fj.heares.2013.07.010&partnerID=40&md5=414f53a85c87f8166a978ff7afccb063"
"What is the role of spatial processing in the decline of episodic memory in alzheimer's disease? The ""mental frame syncing"" hypothesis",2014,10.3389/fnagi.2014.00033,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897945562&doi=10.3389%2ffnagi.2014.00033&partnerID=40&md5=8a01d09be529a57f01fb2610761bbcb3"
"Metabolic correlates of rey auditory verbal learning test in elderly subjects with memory complaints",2014,10.3233/JAD-121684,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892758459&doi=10.3233%2fJAD-121684&partnerID=40&md5=cddaf9030cc23136ef30846d8a43ab16"
"Denoising performance of complex wavelet transform with Shannon entropy and its impact on Alzheimer disease EEG classification using neural network",2014,10.1166/jmihi.2014.1249,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896903300&doi=10.1166%2fjmihi.2014.1249&partnerID=40&md5=d0df7992b75b2fe6b9a9c5a7e69e097f"
"Elman neural network for the early identification of cognitive impairment in Alzheimer's disease",2014,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904244408&partnerID=40&md5=b7f843678e77305a2742e1af6072603a"
"Intelligent Computing in Bioinformatics - 10th International Conference, ICIC 2014, Proceedings",2014,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904694665&partnerID=40&md5=5f2099ae5bdb0cf5677c6939169b52f4"
"Feed-forward hierarchical model of the ventral visual stream applied to functional brain image classification",2014,10.1002/hbm.22149,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889660732&doi=10.1002%2fhbm.22149&partnerID=40&md5=02bec3ea5fe8a5d8792b5b9655b0fab2"
"The alzheimer’s disease-related glucose metabolic brain pattern",2014,10.2174/156720501108140910114230,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926195127&doi=10.2174%2f156720501108140910114230&partnerID=40&md5=f94410a8e82ce432d57ed69a76da711c"
"Myelination, oligodendrocytes, and serious mental illness",2014,10.1002/glia.22716,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912565425&doi=10.1002%2fglia.22716&partnerID=40&md5=3b6f8bee6174b1a12e8d909423e6615c"
"Evaluation of functional brain connectivity abnormalities in head injured patients using fMRI image processing",2014,10.1109/EEEI.2014.7005821,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941236756&doi=10.1109%2fEEEI.2014.7005821&partnerID=40&md5=8a4ec47dc06b5abf53869e763a984f4b"
"Brain order disorder 2nd group report of f-EEG",2014,10.1117/12.2051706,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906342527&doi=10.1117%2f12.2051706&partnerID=40&md5=6dedd23fde4f8774cc45b63dc03aec05"
"Robust deep learning for improved classification of AD/MCI patients",2014,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921673966&partnerID=40&md5=05389c6de35ca403a24d14c9bdd105f1"
"5th International Workshop on Machine Learning in Medical Imaging, MLMI 2014 held in conjunction with the 17th International Conference on Medical Image Computing and Computer Assisted Intervention, MICCAI 2014",2014,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031994912&partnerID=40&md5=86dc046fe8d5363d5f0c23a909342efd"
"Automated quantification of 18F-flutemetamol PET activity for categorizing scans as negative or positive for brain amyloid: Concordance with visual image reads",2014,10.2967/jnumed.114.142109,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907502637&doi=10.2967%2fjnumed.114.142109&partnerID=40&md5=5608f407aa2b377c3ce5893122f60d02"
"Meta-cognitive q-Gaussian RBF network for binary classification: Application to mild cognitive impairment (MCI)",2013,10.1109/IJCNN.2013.6706731,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893591032&doi=10.1109%2fIJCNN.2013.6706731&partnerID=40&md5=d6d41ab0911ed8260dff58366e197544"
"A genetic algorithm optimized artificial neural network for the segmentation of MR images in frontotemporal dementia",2013,10.1007/978-3-319-03756-1_24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893269218&doi=10.1007%2f978-3-319-03756-1_24&partnerID=40&md5=525afbf57444d34eeaf821325192398e"
"Automated diagnosis of alzheimer's disease with degenerate SVM-based adaboost",2013,10.1109/IHMSC.2013.219,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891855099&doi=10.1109%2fIHMSC.2013.219&partnerID=40&md5=c347263f568e72ab0d6fae2a509e1253"
"Memory performance and fMRI signal in presymptomatic familial Alzheimer's disease",2013,10.1002/hbm.22141,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878838659&doi=10.1002%2fhbm.22141&partnerID=40&md5=ebe428a82df99c01770158be983b98b9"
"How early can we predict Alzheimer's disease using computational anatomy?",2013,10.1016/j.neurobiolaging.2013.06.015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884125608&doi=10.1016%2fj.neurobiolaging.2013.06.015&partnerID=40&md5=a581027cc85718550d5d3c0e4a34c0d2"
"Minimizing joint risk of mislabeling for iterative Patch-based label fusion.",2013,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894616780&partnerID=40&md5=44e8932acb259dd4440b97331f47546f"
"Memory loss in alzheimer's disease",2013,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893424124&partnerID=40&md5=4b8ab620f876d5b156d021d63a3489d6"
"Language capacities in dementia",2013,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891863078&partnerID=40&md5=1d0f55376236d222d4504b225e6c0033"
"Resting state networks in temporal lobe epilepsy",2013,10.1111/epi.12400,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890124793&doi=10.1111%2fepi.12400&partnerID=40&md5=5b905c425d013416841682cf1d6e4508"
"Spiking neural network for on-line cognitive activity classification based on EEG data",2013,10.1007/978-3-642-42051-1_8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893428967&doi=10.1007%2f978-3-642-42051-1_8&partnerID=40&md5=65e5645d58cf2a257bee327a80e09232"
"Alzheimer's disease recognition with artificial neural networks",2013,10.4018/978-1-4666-3667-5.ch007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898397993&doi=10.4018%2f978-1-4666-3667-5.ch007&partnerID=40&md5=69dd26288da66ca36c8faedf02cc364d"
"Diffusion tensor imaging to determine effects of antidementive treatment on cerebral structural connectivity in Alzheimer's disease",2013,10.2174/1381612811319360003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887922621&doi=10.2174%2f1381612811319360003&partnerID=40&md5=fff46f1d7064cd342d1cbdb69356f460"
"Imaging epigenetics in Alzheimer's disease",2013,10.2174/13816128113199990370,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887882851&doi=10.2174%2f13816128113199990370&partnerID=40&md5=a9d2f2e90e40ad85268c830df8e1783c"
"Scalp EEG signal reconstruction for detection of mild cognitive impairment and early Alzheimer's disease",2013,10.1109/BSEC.2013.6618497,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887771619&doi=10.1109%2fBSEC.2013.6618497&partnerID=40&md5=19060a0010c9f24a43488cc26ec87471"
"Patterns of longitudinal brain atrophy in the logopenic variant of primary progressive aphasia",2013,10.1016/j.bandl.2012.12.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888027063&doi=10.1016%2fj.bandl.2012.12.008&partnerID=40&md5=66a0d8e34b4a83610d4f711fa8e38e4a"
"An abnormal resting-state functional brain network indicates progression towards Alzheimer's disease",2013,10.3969/j.issn.1673-5374.2013.30.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889011624&doi=10.3969%2fj.issn.1673-5374.2013.30.001&partnerID=40&md5=9d8daf7f309aad11952eb4613e844b53"
"Deep learning-based feature representation for AD/MCI classification",2013,10.1007/978-3-642-40763-5_72,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885898432&doi=10.1007%2f978-3-642-40763-5_72&partnerID=40&md5=696e8a5f35a885c8c7bf53daaa500911"
"Random forests on Hadoop for genome-wide association studies of multivariate neuroimaging phenotypes",2013,10.1186/1471-2105-14-S16-S6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886771360&doi=10.1186%2f1471-2105-14-S16-S6&partnerID=40&md5=1649538267a2c3c39d136562127649cf"
"Brainnetome: A new -ome to understand the brain and its disorders",2013,10.1016/j.neuroimage.2013.04.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880325209&doi=10.1016%2fj.neuroimage.2013.04.002&partnerID=40&md5=cc9e649b8054b509476e0512806acb9f"
"Dementia",2013,10.1016/B978-0-444-53497-2.00048-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885121347&doi=10.1016%2fB978-0-444-53497-2.00048-6&partnerID=40&md5=626e46ce3552649ee3b214ee679b1526"
"Resting-state fMRI: A review of methods and clinical applications",2013,10.3174/ajnr.A3263,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885393807&doi=10.3174%2fajnr.A3263&partnerID=40&md5=31d3ec5c529dfdf26720ef211fb7fa4f"
"Neural network modeling of EEG patterns in encephalopathy",2013,10.1097/WNP.0b013e3182a73e16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885458885&doi=10.1097%2fWNP.0b013e3182a73e16&partnerID=40&md5=52cd12efd281cae2bcf57eebce8145df"
"The experience of art. Insights from neuroimaging.",2013,10.1016/B978-0-444-63287-6.00007-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884133139&doi=10.1016%2fB978-0-444-63287-6.00007-5&partnerID=40&md5=7547f1655ea610a6396d49f4d32e8c03"
"Gross feature recognition of Anatomical Images based on Atlas grid (GAIA): Incorporating the local discrepancy between an atlas and a target image to capture the features of anatomic brain MRI",2013,10.1016/j.nicl.2013.08.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883884981&doi=10.1016%2fj.nicl.2013.08.006&partnerID=40&md5=238f1eb231f0282f4d398fcc5624685d"
"Retrieval of recent autobiographical memories is associated with slow-wave sleep in early AD",2013,10.3389/fnbeh.2013.00114,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884597898&doi=10.3389%2ffnbeh.2013.00114&partnerID=40&md5=84f83a9505748e14f15b57ef86df96a1"
"Protection of Recombinant Mammalian Antibodies from Development-Dependent Proteolysis in Leaves of Nicotiana benthamiana",2013,10.1371/journal.pone.0070203,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883754089&doi=10.1371%2fjournal.pone.0070203&partnerID=40&md5=d25928fefaa8fef3fdd6fbc1522d89d4"
"Detection of onset of Alzheimer's disease from MRI images using a GA-ELM-PSO classifier",2013,10.1109/CIMI.2013.6583856,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883675588&doi=10.1109%2fCIMI.2013.6583856&partnerID=40&md5=f9fcb50588ed0bfb9d2578f635c6172f"
"ANN based dementia diagnosis using DCT for brain MR image compression",2013,10.1109/iccsp.2013.6577094,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883379299&doi=10.1109%2ficcsp.2013.6577094&partnerID=40&md5=091912ff6394ab312dfde1a3d615c971"
"Early Alzheimer disease detection with bag-of-visual-words and hybrid fusion on structural MRI",2013,10.1109/CBMI.2013.6576557,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883362050&doi=10.1109%2fCBMI.2013.6576557&partnerID=40&md5=2207e5424283a0e7503d419f07c398ad"
"Nanopsychiatry-The potential role of nanotechnologies in the future of psychiatry: A systematic review",2013,10.1016/j.euroneuro.2012.10.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884206418&doi=10.1016%2fj.euroneuro.2012.10.016&partnerID=40&md5=330f4ff3a41fc15f3d413a8dce802e70"
"Functional connectivity in Alzheimer's disease: Measurement and meaning",2013,10.1016/j.biopsych.2013.07.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882259266&doi=10.1016%2fj.biopsych.2013.07.010&partnerID=40&md5=f10d9a2efaece3163b27366eabb3c42f"
"Classification for Alzheimer's disease from structural MRI by general n-dimensional principal component analysis",2013,10.4028/www.scientific.net/AMM.336-338.2316,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883038629&doi=10.4028%2fwww.scientific.net%2fAMM.336-338.2316&partnerID=40&md5=a087f4d4268f3520378d7ec83df1c251"
"Extending local binary patterns to 3D for the diagnosis of Alzheimer's Disease",2013,10.1109/ISBI.2013.6556426,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881654359&doi=10.1109%2fISBI.2013.6556426&partnerID=40&md5=c0ddf0aac7e620aaef74d0bcba7f1ce6"
"Efficient selection of non-redundant features for the diagnosis of Alzheimer'S disease",2013,10.1109/ISBI.2013.6556556,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881642721&doi=10.1109%2fISBI.2013.6556556&partnerID=40&md5=d06b553a2a9df085af1f2567c88517a6"
"Monitoring and diagnosis of Alzheimer Disease using noninvasive compressive sensing EEG",2013,10.1117/12.2020886,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881109191&doi=10.1117%2f12.2020886&partnerID=40&md5=e122d033bde2a2c44ca51e839c552a15"
"Complexity of spontaneous brain activity in mental disorders",2013,10.1016/j.pnpbp.2012.05.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880509071&doi=10.1016%2fj.pnpbp.2012.05.001&partnerID=40&md5=8763b34dc69e8ebe5680107f5a198d35"
"STEPS: Similarity and Truth Estimation for Propagated Segmentations and its application to hippocampal segmentation and brain parcelation",2013,10.1016/j.media.2013.02.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878630983&doi=10.1016%2fj.media.2013.02.006&partnerID=40&md5=d064f72ff4191d156f8b228ffa376bdc"
"Glucose Metabolism during Resting State Reveals Abnormal Brain Networks Organization in the Alzheimer's Disease and Mild Cognitive Impairment",2013,10.1371/journal.pone.0068860,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880704931&doi=10.1371%2fjournal.pone.0068860&partnerID=40&md5=af2c9e8330ce2827f6311e0521e7feea"
"The Effect of Hypothermia Therapy on Cortical Laminar Disruption following Ischemic Injury in Neonatal Mice",2013,10.1371/journal.pone.0068877,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880715671&doi=10.1371%2fjournal.pone.0068877&partnerID=40&md5=b873ef4769e93dd683957aa56e3ab7f1"
"Whole Brain and Brain Regional Coexpression Network Interactions Associated with Predisposition to Alcohol Consumption",2013,10.1371/journal.pone.0068878,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880756459&doi=10.1371%2fjournal.pone.0068878&partnerID=40&md5=8fc6d4909d80e26cb4a8746e67a59597"
"Magnetic Nanoparticles as Mediators of Ligand-Free Activation of EGFR Signaling",2013,10.1371/journal.pone.0068879,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880728762&doi=10.1371%2fjournal.pone.0068879&partnerID=40&md5=6301ca590a604049b1b07ac35bf9395f"
"Phospholipid Membrane-Mediated Hemozoin Formation: The Effects of Physical Properties and Evidence of Membrane Surrounding Hemozoin",2013,10.1371/journal.pone.0070025,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880747117&doi=10.1371%2fjournal.pone.0070025&partnerID=40&md5=89ce6d69283bc547f646329ab2b910ac"
"Mcm10 Self-Association Is Mediated by an N-Terminal Coiled-Coil Domain",2013,10.1371/journal.pone.0070518,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880742983&doi=10.1371%2fjournal.pone.0070518&partnerID=40&md5=606d712be442e8c31a81ccb4cfba7082"
"Role of a GntR-Family Response Regulator LbrA in Listeria monocytogenes Biofilm Formation",2013,10.1371/journal.pone.0070448,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880731515&doi=10.1371%2fjournal.pone.0070448&partnerID=40&md5=c1b4cd6497c2a5ee79ff55cc24f2f2bf"
"Analysis of Adaptation Mutants in the Hemagglutinin of the Influenza A(H1N1)pdm09 Virus",2013,10.1371/journal.pone.0070005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880758889&doi=10.1371%2fjournal.pone.0070005&partnerID=40&md5=e58f10a92e6e5daaf016378f4cbdc0cb"
"Aging in Biometrics: An Experimental Analysis on On-Line Signature",2013,10.1371/journal.pone.0069897,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880761013&doi=10.1371%2fjournal.pone.0069897&partnerID=40&md5=46688beb6e722dba7d96682ffc2fc543"
"Functional Analysis of the Superfamily 1 DNA Helicases Encoded by Mycoplasma pneumoniae and Mycoplasma genitalium",2013,10.1371/journal.pone.0070870,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880723437&doi=10.1371%2fjournal.pone.0070870&partnerID=40&md5=67efc19f2e7b97befde2c367f9f6b52b"
"Estimating Effective Population Size from Linkage Disequilibrium between Unlinked Loci: Theory and Application to Fruit Fly Outbreak Populations",2013,10.1371/journal.pone.0069078,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880752576&doi=10.1371%2fjournal.pone.0069078&partnerID=40&md5=14b918ff896557ba00c81e425824cd55"
"Recruitment of the Host Plant Heat Shock Protein 70 by Tomato Yellow Leaf Curl Virus Coat Protein Is Required for Virus Infection",2013,10.1371/journal.pone.0070280,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880734699&doi=10.1371%2fjournal.pone.0070280&partnerID=40&md5=97da74d364e45c659695fd5d96b20b02"
"Differential Responses of Calcifying and Non-Calcifying Epibionts of a Brown Macroalga to Present-Day and Future Upwelling pCO2",2013,10.1371/journal.pone.0070455,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880719245&doi=10.1371%2fjournal.pone.0070455&partnerID=40&md5=baa12d0165ce122a9253757e20154aeb"
"Climate-Induced Changes in Grapevine Yield and Must Sugar Content in Franconia (Germany) between 1805 and 2010",2013,10.1371/journal.pone.0069015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880709130&doi=10.1371%2fjournal.pone.0069015&partnerID=40&md5=318340fab6c5220c30365203a46c3a17"
"A Simple Model System Enabling Human CD34+ Cells to Undertake Differentiation Towards T Cells",2013,10.1371/journal.pone.0069572,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880751968&doi=10.1371%2fjournal.pone.0069572&partnerID=40&md5=b52cab08e98e14626a78cdfdd1dab3be"
"High Glucose Promotes Aβ Production by Inhibiting APP Degradation",2013,10.1371/journal.pone.0069824,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880715461&doi=10.1371%2fjournal.pone.0069824&partnerID=40&md5=0f6c16fbc7bfb65d41b87630699f8434"
"Integrating Life Stages into Ecological Niche Models: A Case Study on Tiger Beetles",2013,10.1371/journal.pone.0070038,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880709337&doi=10.1371%2fjournal.pone.0070038&partnerID=40&md5=a636984646bbcb4ab092f37165b9172a"
"Associations between a Polymorphism in the Pleiotropic GCKR and Age-Related Phenotypes: The HALCyon Programme",2013,10.1371/journal.pone.0070045,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880757557&doi=10.1371%2fjournal.pone.0070045&partnerID=40&md5=682c6a761991c2632f022aeeafadc805"
"Population-Based CD4 Counts in a Rural Area in South Africa with High HIV Prevalence and High Antiretroviral Treatment Coverage",2013,10.1371/journal.pone.0070126,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880753562&doi=10.1371%2fjournal.pone.0070126&partnerID=40&md5=1c7dfc15b01f0db8386d50dd667cd3bf"
"Development of Cerebellar Neurons and Glias Revealed by in Utero Electroporation: Golgi-Like Labeling of Cerebellar Neurons and Glias",2013,10.1371/journal.pone.0070091,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880729515&doi=10.1371%2fjournal.pone.0070091&partnerID=40&md5=7f08be1a445596273f20b811595303a0"
"Socioeconomic Disparities in Maternity Care among Indian Adolescents, 1990-2006",2013,10.1371/journal.pone.0069094,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880706265&doi=10.1371%2fjournal.pone.0069094&partnerID=40&md5=da6a1b268c4eaebe6cbd39418d1c579e"
"PCR-Induced Transitions Are the Major Source of Error in Cleaned Ultra-Deep Pyrosequencing Data",2013,10.1371/journal.pone.0070388,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880760001&doi=10.1371%2fjournal.pone.0070388&partnerID=40&md5=9165b4b75ffd90240c67003128565b9b"
"miR-29b and miR-29c Are Involved in Toll-Like Receptor Control of Glucocorticoid-Induced Apoptosis in Human Plasmacytoid Dendritic Cells",2013,10.1371/journal.pone.0069926,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880724207&doi=10.1371%2fjournal.pone.0069926&partnerID=40&md5=6c9a127e7a5a1a2227a7bbd102701a39"
"Ferristatin II Promotes Degradation of Transferrin Receptor-1 In Vitro and In Vivo",2013,10.1371/journal.pone.0070199,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880730276&doi=10.1371%2fjournal.pone.0070199&partnerID=40&md5=222530ccd4bb59b8708ebee16c78fd19"
"Evolution of Chloroplast J Proteins",2013,10.1371/journal.pone.0070384,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880741086&doi=10.1371%2fjournal.pone.0070384&partnerID=40&md5=2e9c1d9e1312754ba3dc3117658cd753"
"Transcriptomic and Physiological Variations of Three Arabidopsis Ecotypes in Response to Salt Stress",2013,10.1371/journal.pone.0069036,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880746061&doi=10.1371%2fjournal.pone.0069036&partnerID=40&md5=1640aa4c482a5b9ce4223256ee4e22cc"
"Motor Imagery in Asperger Syndrome: Testing Action Simulation by the Hand Laterality Task",2013,10.1371/journal.pone.0070734,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880737154&doi=10.1371%2fjournal.pone.0070734&partnerID=40&md5=4899091d10b6820f4c7e5c14e7e180fa"
"Drosophila Hephaestus/Polypyrimidine Tract Binding Protein Is Required for Dorso-Ventral Patterning and Regulation of Signalling between the Germline and Soma",2013,10.1371/journal.pone.0069978,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880723620&doi=10.1371%2fjournal.pone.0069978&partnerID=40&md5=d04ac5f07119fc8c4d50aa43c83289b2"
"Overexpression of the Auxin Binding PROTEIN1 Modulates PIN-Dependent Auxin Transport in Tobacco Cells",2013,10.1371/journal.pone.0070050,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880732934&doi=10.1371%2fjournal.pone.0070050&partnerID=40&md5=425875514fe4372c0714db9629931023"
"Lactobacillus gasseri SF1183 Affects Intestinal Epithelial Cell Survival and Growth",2013,10.1371/journal.pone.0069102,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880722822&doi=10.1371%2fjournal.pone.0069102&partnerID=40&md5=1011dd19cf5e5f6b8269db6be7381619"
"Learned Cardiac Control with Heart Rate Biofeedback Transfers to Emotional Reactions",2013,10.1371/journal.pone.0070004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880709513&doi=10.1371%2fjournal.pone.0070004&partnerID=40&md5=bedc5d191168a2b458bd22711a1f0637"
"Aberrant Proliferation in CXCR7+ Endothelial Cells via Degradation of the Retinoblastoma Protein",2013,10.1371/journal.pone.0069828,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880743712&doi=10.1371%2fjournal.pone.0069828&partnerID=40&md5=037907efd23a642e40477cb6d926437a"
"Ecosystem Health Assessment in the Pearl River Estuary of China by Considering Ecosystem Coordination",2013,10.1371/journal.pone.0070547,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880749648&doi=10.1371%2fjournal.pone.0070547&partnerID=40&md5=f5d27bbaf6fe298835a048a69553699e"
"Tumor Site- and Stage-Specific Associations between Allelic Variants of Glutathione S-Transferase and DNA-Repair Genes and Overall Survival in Colorectal Cancer Patients Receiving 5-Fluorouracil-Based Chemotherapy",2013,10.1371/journal.pone.0069039,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880705513&doi=10.1371%2fjournal.pone.0069039&partnerID=40&md5=1cc0e004127182a140e8ad8f3ee1e884"
"In Vivo Biochemical and Gene Expression Analyses of the Antioxidant Activities and Hypocholesterolaemic Properties of Tamarindus indica Fruit Pulp Extract",2013,10.1371/journal.pone.0070058,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880761196&doi=10.1371%2fjournal.pone.0070058&partnerID=40&md5=35bfb12bdc3b4355bc56a080fede963f"
"Characterization of a Surface Glycoprotein from Echinococcus multilocularis and Its Mucosal Vaccine Potential in Dogs",2013,10.1371/journal.pone.0069821,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880747380&doi=10.1371%2fjournal.pone.0069821&partnerID=40&md5=a1cb3b85b3ca2b755d55a4faf2641a68"
